,순번,영화명,감독,배급사,개봉일,영화형태,국적,전국 스크린수,전국 매출액,전국 관객수,서울 매출액,서울 관객수,장르,등급,영화구분,연도,월,계절,총 관객수,코로나
4236,4267,스파이 게임,마이클 앱티드,플러스엠 엔터테인먼트,2017-09-14,장편,영국,203,122840172,15986,"55,357,172","6,990",액션,15세관람가,일반영화,2017,9,가을,219876227,0
4237,4268,헤로니모,전후석,커넥트픽쳐스,2019-11-21,장편,한국,68,117270720,15982,"57,687,840","7,293",다큐멘터리,전체관람가,독립/예술영화,2019,11,가을,226678777,0
4238,4269,십계: 구원의 길,알렉상드르 아반치니,키다리이엔티,2017-04-13,장편,기타,97,104079500,15974,"31,527,000","4,524",드라마,전체관람가,독립/예술영화,2017,4,봄,219876227,0
4239,4270,매직키드 보보,니잠 라작,박수엔터테인먼트,2017-03-01,장편,기타,219,119693200,15968,"18,904,200","2,288",애니메이션,전체관람가,독립/예술영화,2017,3,봄,219876227,0
4240,4271,호비와 매직 아일랜드,카와마타 히로시,머스트씨무비릴리징컴퍼니,2018-06-06,장편,일본,114,114264000,15942,"23,334,000","3,058",애니메이션,전체관람가,일반영화,2018,6,여름,216385269,0
4241,4272,사랑하고 사랑받고 차고 차이고,미키 타카히로, 컨텐츠썬,2021-06-16,장편,일본,155,143259400,15916,"61,544,300","6,713",드라마,12세관람가,독립/예술영화,2021,6,여름,60531087,1
4242,4273,마왕의 딸 이리샤,장형윤,싸이더스,2019-09-26,장편,한국,314,113205980,15894,"26,419,740","3,133",애니메이션,전체관람가,독립/예술영화,2019,9,가을,226678777,0
4243,4274,극장판 살아남기 시리즈: 인체에서 살아남기,나스카와 미츠루,씨제이이엔엠,2022-08-10,장편,일본,174,149305000,15892,"46,680,000","4,792",애니메이션,전체관람가,일반영화,2022,8,여름,112805094,1
4244,4275,더 웨이브,로아 우타우,팝엔터테인먼트,2016-07-13,장편,기타,140,124772321,15890,"38,028,721","4,731",액션,12세관람가,독립/예술영화,2016,7,여름,217026182,0
4245,4276,아기돼지 3형제와 쿵푸랜드,유위,와이드 릴리즈,2018-02-01,장편,중국,154,103627100,15885,"11,042,000","1,443",애니메이션,전체관람가,일반영화,2018,2,겨울,216385269,0
4246,4277,어바웃 리키,조나단 드미,유니버설픽쳐스인터내셔널 코리아,2015-09-03,장편,미국,123,118503900,15867,"65,677,000","8,381",드라마,15세관람가,일반영화,2015,9,가을,217299523,0
4247,4278,로코왕국의 전설: 엘프킹을 찾아서,위성준,마인스 엔터테인먼트,2014-06-26,장편,중국,178,105367100,15846,"23,260,900","3,008",애니메이션,전체관람가,독립/예술영화,2014,6,여름,215068958,0
4248,4279,키즈모노가타리 II : 열혈편,신보 아키유키,박수엔터테인먼트,2016-10-20,장편,일본,69,122123000,15800,"52,167,000","6,573",애니메이션,15세관람가,일반영화,2016,10,가을,217026182,0
4249,4280,극장판 샤이닝스타:새로운 루나퀸의 탄생!,박일호,리틀빅픽쳐스,2019-07-18,장편,한국,117,129098700,15785,"43,398,300","5,221",애니메이션,전체관람가,일반영화,2019,7,여름,226678777,0
4253,4284,뱅드림! 로젤리아 에피소드 Ⅱ : 송 아이 엠,카키모토 코다이,애니플러스,2021-09-09,장편,일본,86,146042240,15698,"61,636,890","6,245",애니메이션,전체관람가,일반영화,2021,9,가을,60531087,1
4254,4285,웨스턴 리벤지,크리스티안 레브링,영화사 빅,2014-10-30,장편,기타,117,119414000,15671,"50,448,100","6,374",액션,청소년관람불가,독립/예술영화,2014,10,가을,215068958,0
4256,4287,밥정,박혜령,엣나인필름,2020-10-07,장편,한국,182,123204940,15650,"76,969,530","9,458",다큐멘터리,전체관람가,독립/예술영화,2020,10,가을,59523967,1
4257,4288,와일드 로즈,톰 하퍼,판씨네마,2019-10-17,장편,영국,152,117838040,15650,"68,407,560","8,698",드라마,15세관람가,독립/예술영화,2019,10,가을,226678777,0
4260,4291,마틴 에덴,피에트로 마르첼로,알토미디어,2020-10-29,장편,기타,60,143383430,15593,"105,415,830","11,136",드라마,12세관람가,독립/예술영화,2020,10,가을,59523967,1
4263,4294,런던 블러바드,윌리엄 모나한,팝파트너스,2012-09-20,장편,미국,131,107401000,15539,"56,035,500","8,170",범죄,15세관람가,일반영화,2012,9,가을,194890587,0
4267,4298,라라와 움직이는 비밀의 숲,왕운비,박수엔터테인먼트,2019-08-22,장편,중국,237,111951960,15484,"9,605,750","1,199",애니메이션,전체관람가,일반영화,2019,8,여름,226678777,0
4269,4300,브레이브 언더 파이어,기타,박수엔터테인먼트,2021-03-17,장편,기타,203,122427400,15435,"29,972,800","4,044",액션,12세관람가,일반영화,2021,3,봄,60531087,1
4270,4301,아메리칸 파이: 19금 동창회,존 허위츠,유니버설픽쳐스인터내셔널 코리아,2012-08-09,장편,미국,117,113072000,15431,"47,566,500","6,164",코미디,청소년관람불가,일반영화,2012,8,여름,194890587,0
4271,4302,조,드레이크 도리머스,팝엔터테인먼트,2019-07-11,장편,미국,69,127481096,15429,"83,601,216","9,788",멜로/로맨스,15세관람가,독립/예술영화,2019,7,여름,226678777,0
4273,4304,빛나는 순간,소준문,명필름,2021-06-30,장편,한국,267,129246670,15389,"44,678,770","5,033",드라마,12세관람가,독립/예술영화,2021,6,여름,60531087,1
4274,4305,블랙핑크 더 무비,오윤동,씨제이포디플렉스 ,2021-08-04,장편,한국,147,200750000,15387,"95,239,500","7,247",공연,전체관람가,일반영화,2021,8,여름,60531087,1
4275,4306,극장판 요괴워치: 포에버 프렌즈,타카하시 시게하루,씨제이이엔엠,2020-10-15,장편,일본,422,120684750,15386,"15,573,740","1,840",애니메이션,전체관람가,일반영화,2020,10,가을,59523967,1
4276,4307,볼츠와 블립,피터 레페니오티스,씨제이이엔엠,2012-02-23,장편,한국,61,161329000,15386,"43,956,000","4,113",애니메이션,전체관람가,일반영화,2012,2,겨울,194890587,0
4277,4308,더블패티,백승환,케이티알파,2021-02-17,장편,한국,265,132609660,15383,"58,155,590","6,701",드라마,15세관람가,일반영화,2021,2,겨울,60531087,1
4278,4309,극장판 날아라! 호빵맨 : 바나나섬을 되찾아줘,야노 히로유키,와이드 릴리즈,2014-06-19,장편,일본,235,104193000,15382,"15,614,300","2,135",애니메이션,전체관람가,독립/예술영화,2014,6,여름,215068958,0
4279,4310,배드 지니어스,나타우트 푼프리야,팝엔터테인먼트,2017-11-02,장편,기타,200,120082336,15319,"67,369,136","8,285",스릴러,15세관람가,독립/예술영화,2017,11,가을,219876227,0
4280,4311,아스테릭스: 신들의 전당,루이 클리시,나이너스엔터테인먼트,2015-04-30,장편,프랑스,104,108464000,15315,"39,258,600","5,139",애니메이션,전체관람가,일반영화,2015,4,봄,217299523,0
4281,4312,프로페서 앤 매드맨,P.B. 셰므란,그린나래미디어,2021-06-02,장편,미국,320,129813510,15289,"61,510,030","7,187",드라마,15세관람가,독립/예술영화,2021,6,여름,60531087,1
4282,4313,꼬마 유령,알랑 그스포너,영화사오원,2015-06-11,장편,독일,176,110213300,15276,"25,780,300","3,466",판타지,전체관람가,독립/예술영화,2015,6,여름,217299523,0
4283,4314,아이 인 더 스카이,개빈 후드,판씨네마,2016-07-14,장편,영국,205,116603200,15258,"54,966,300","6,999",전쟁,12세관람가,일반영화,2016,7,여름,217026182,0
4284,4315,쁘띠 마망,셀린 시아마,찬란,2021-10-07,장편,프랑스,97,138444540,15252,"93,476,350","9,785",드라마,전체관람가,독립/예술영화,2021,10,가을,60531087,1
4286,4317,스톤,존 커랜,KT&G 상상마당 영화사업팀 컴퍼니에스에스,2011-10-06,장편,미국,77,116295000,15241,"51,204,000","6,305",드라마,청소년관람불가,일반영화,2011,10,가을,159724465,0
4287,4318,핑크퐁 시네마 콘서트 : 우주대탐험,변희선,더핑크퐁컴퍼니,2020-01-30,장편,한국,182,118488500,15229,"28,184,000","3,700",애니메이션,전체관람가,일반영화,2020,1,겨울,59523967,1
4288,4319,삽질,김병기,엣나인필름,2019-11-14,장편,한국,171,120829530,15228,"56,470,760","6,741",다큐멘터리,12세관람가,독립/예술영화,2019,11,가을,226678777,0
4289,4320,워 위드 그랜파,팀 힐,키다리이엔티,2021-02-24,장편,미국,322,125136310,15214,"50,128,770","6,268",코미디,12세관람가,독립/예술영화,2021,2,겨울,60531087,1
4291,4322,해수의 아이,와타나베 아유무,영화사오원,2020-09-30,장편,일본,76,139987850,15211,"77,304,740","7,749",애니메이션,전체관람가,독립/예술영화,2020,9,가을,59523967,1
4292,4323,토마스와 친구들: 잃어버린 왕관,롭 실베스트리,씨제이이엔엠,2014-11-13,장편,영국,110,110482700,15202,"21,878,400","2,803",애니메이션,전체관람가,일반영화,2014,11,가을,215068958,0
4293,4324,몬스터 싱어: 매직 인 파리,비보 베르즈롱,다날엔터테인먼트,2022-05-26,장편,프랑스,266,128787720,15187,"16,153,400","1,683",애니메이션,전체관람가,독립/예술영화,2022,5,봄,112805094,1
4294,4325,메리 미,캣 코이로,유니버설픽쳐스인터내셔널 코리아,2022-03-16,장편,미국,179,99754800,15164,"64,310,500","10,969",멜로/로맨스,12세관람가,일반영화,2022,3,봄,112805094,1
4295,4326,슈퍼 베어,기타,와이드 릴리즈,2020-01-15,장편,미국,227,106064760,15164,"18,694,400","2,334",액션,전체관람가,독립/예술영화,2020,1,겨울,59523967,1
4298,4329,캡틴 샤키,허버트 베일란드,예지림엔터테인먼트,2018-11-22,장편,독일,175,106383150,15121,"21,014,200","2,462",애니메이션,전체관람가,독립/예술영화,2018,11,가을,216385269,0
4300,4331,호비와 무지개 오아시스 대모험,히라바야시 이사무,머스트씨무비릴리징컴퍼니,2017-09-07,장편,일본,103,104470000,15101,"21,292,000","2,985",애니메이션,전체관람가,일반영화,2017,9,가을,219876227,0
4302,4333,램,발디마르 요한손,오드,2021-12-29,장편,기타,123,140091110,15095,"82,947,670","8,579",공포(호러),15세관람가,독립/예술영화,2021,12,겨울,60531087,1
4303,4334,런어웨이즈,플로리아 시지스몬디,넥스트엔터테인먼트월드,2010-06-24,장편,미국,76,111779483,15088,"51,140,000","6,708",드라마,청소년관람불가,독립/예술영화,2010,6,여름,147759214,0
4306,4337,뷰티풀 라이,필리프 팔라도,씨제이이엔엠,2015-03-26,장편,미국,91,112466200,15050,"60,091,500","7,900",드라마,12세관람가,독립/예술영화,2015,3,봄,217299523,0
4309,4340,크리드2,스티븐 카플 주니어,워너브러더스 코리아,2019-02-21,장편,미국,298,122284190,15023,"45,949,660","5,556",액션,12세관람가,일반영화,2019,2,겨울,226678777,0
4310,4341,이케아 옷장에서 시작된 특별난 여행,켄 스콧,스마일이엔티,2019-07-18,장편,프랑스,71,122340770,15019,"78,373,540","9,295",드라마,12세관람가,독립/예술영화,2019,7,여름,226678777,0
4311,4342,"틱, 틱... 붐!",린-마누엘 미란다,씨제이 씨지브이,2021-11-12,장편,미국,108,141985100,15019,"96,395,060","10,447",드라마,12세관람가,일반영화,2021,11,가을,60531087,1
4315,4346,프렌드 존,차야놉 분프라콥,디스테이션,2019-10-30,장편,기타,104,118749200,14991,"45,947,000","5,770",멜로/로맨스,12세관람가,독립/예술영화,2019,10,가을,226678777,0
4317,4348,캡틴 판타스틱,매트 로스,팝엔터테인먼트,2016-11-30,장편,미국,86,114188400,14976,"60,702,800","7,649",드라마,15세관람가,독립/예술영화,2016,11,가을,217026182,0
4318,4349,버진 스노우,그렉 아라키,영화사오원,2014-12-10,장편,프랑스,126,113076354,14964,"53,829,954","7,042",미스터리,청소년관람불가,독립/예술영화,2014,12,겨울,215068958,0
4319,4350,로즈,짐 쉐리단,박수엔터테인먼트,2017-04-12,장편,기타,125,113253541,14955,"56,567,241","7,246",멜로/로맨스,15세관람가,독립/예술영화,2017,4,봄,219876227,0
4322,4353,하나와 미소시루,아쿠네 토모아키,영화사 진진,2016-04-27,장편,일본,104,112899538,14925,"68,959,238","8,790",가족,전체관람가,독립/예술영화,2016,4,봄,217026182,0
4324,4355,십개월의 미래,남궁선,그린나래미디어,2021-10-14,장편,한국,158,105627180,14915,"60,374,910","8,956",드라마,12세관람가,독립/예술영화,2021,10,가을,60531087,1
4327,4358,토이 가디언즈,신우,팝엔터테인먼트,2018-03-15,장편,중국,136,114322000,14857,"26,180,900","3,225",애니메이션,전체관람가,독립/예술영화,2018,3,봄,216385269,0
4328,4359,군산: 거위를 노래하다,장률,트리플픽쳐스,2018-11-08,장편,한국,92,120752500,14848,"66,099,100","7,622",드라마,15세관람가,독립/예술영화,2018,11,가을,216385269,0
4329,4360,카센타,하윤재,트리플픽쳐스,2019-11-27,장편,한국,138,112552000,14839,"33,433,340","3,842",범죄,15세관람가,독립/예술영화,2019,11,가을,226678777,0
4331,4362,극장판 엉덩이 탐정: 텐텐마을의 수수께끼,시바타 히로키,넥스트엔터테인먼트월드,2020-09-24,장편,일본,157,109191540,14799,"21,351,240","2,745",애니메이션,전체관람가,일반영화,2020,9,가을,59523967,1
4333,4364,나쁜놈은 죽는다,손호,TCO더콘텐츠온,2016-02-04,장편,중국,138,115698700,14767,"25,446,500","2,972",코미디,15세관람가,일반영화,2016,2,겨울,217026182,0
4334,4365,"하늘을 나는 강아지, 비포와 친구들",이도 엔젤,팝엔터테인먼트,2014-03-13,장편,기타,142,99524400,14746,"23,210,300","3,072",애니메이션,전체관람가,일반영화,2014,3,봄,215068958,0
4335,4366,데드폴,스테판 루조비츠키,에스비에스콘텐츠허브,2013-01-23,장편,미국,82,101887000,14744,"45,079,000","6,658",범죄,청소년관람불가,일반영화,2013,1,겨울,213351030,0
4338,4369,빅 식,마이클 쇼월터,리틀빅픽쳐스,2018-07-18,장편,미국,136,118693400,14697,"69,176,100","8,390",멜로/로맨스,15세관람가,독립/예술영화,2018,7,여름,216385269,0
4339,4370,빅풋 주니어2: 패밀리가 떴다,벤 스타센,이수C&E,2021-01-06,장편,기타,308,121766630,14697,"23,235,840","2,601",애니메이션,전체관람가,일반영화,2021,1,겨울,60531087,1
4341,4372,콜로설,나초 비갈론도,드림팩트엔터테인먼트,2017-04-20,장편,기타,305,114967100,14687,"47,376,900","5,753",액션,12세관람가,독립/예술영화,2017,4,봄,219876227,0
4342,4373,돈 워리,구스 반 산트,그린나래미디어,2019-07-25,장편,미국,55,116449854,14684,"79,187,914","9,679",드라마,15세관람가,독립/예술영화,2019,7,여름,226678777,0
4343,4374,아픈 만큼 사랑한다,임준현,드림팩트엔터테인먼트,2019-04-03,장편,한국,121,99333600,14682,"36,978,500","5,025",다큐멘터리,전체관람가,독립/예술영화,2019,4,봄,226678777,0
4349,4380,피노키오의 모험,안나 저스티스,소나무픽쳐스,2014-09-18,장편,독일,54,105233300,14557,"20,845,200","2,769",애니메이션,전체관람가,일반영화,2014,9,가을,215068958,0
4351,4382,시민 노무현,백재호,삼백상회,2019-05-23,장편,한국,174,116930250,14500,"54,033,380","6,336",다큐멘터리,12세관람가,독립/예술영화,2019,5,봄,226678777,0
4355,4386,아사코,하마구치 류스케,이수C&E,2019-03-14,장편,일본,167,124515619,14441,"82,586,709","9,254",드라마,12세관람가,독립/예술영화,2019,3,봄,226678777,0
4357,4388,부활,구수환,중헌홀딩스,2020-07-09,장편,한국,83,112596500,14437,"35,630,500","4,343",다큐멘터리,전체관람가,일반영화,2020,7,여름,59523967,1
4359,4390,갬빗,마이클 호프만,나이너스엔터테인먼트,2013-11-28,장편,미국,94,95213128,14426,"56,324,128","8,253",코미디,15세관람가,독립/예술영화,2013,11,가을,213351030,0
4360,4391,춘몽,장률,프레인글로벌,2016-10-13,장편,한국,96,114343700,14423,"58,604,500","7,095",드라마,15세관람가,독립/예술영화,2016,10,가을,217026182,0
4362,4393,무수단,구모,오퍼스픽쳐스,2016-03-03,장편,한국,228,112188400,14386,"27,050,200","3,369",미스터리,15세관람가,일반영화,2016,3,봄,217026182,0
4363,4394,커넥트,제이콥 체이스,이수C&E,2021-01-20,장편,미국,386,127565260,14374,"29,122,840","3,159",공포(호러),15세관람가,독립/예술영화,2021,1,겨울,60531087,1
4364,4395,리틀 보이,알레한드로 몬테베르드,플러스엠 엔터테인먼트,2015-12-10,장편,미국,143,100778300,14343,"29,966,300","3,931",드라마,12세관람가,독립/예술영화,2015,12,겨울,217299523,0
4367,4398,터치 오브 라이트,장영치,씨너스엔터테인먼트,2013-03-14,장편,기타,128,94716000,14323,"59,967,000","9,098",드라마,전체관람가,독립/예술영화,2013,3,봄,213351030,0
4370,4401,수영장으로 간 남자들,질 를르슈,엣나인필름,2019-07-18,장편,프랑스,79,115372096,14285,"78,520,576","9,157",코미디,15세관람가,독립/예술영화,2019,7,여름,226678777,0
4371,4402,마이 뉴욕 다이어리,필리프 팔라도,영화사 진진,2021-12-09,장편,기타,180,113072030,14275,"63,690,360","8,498",드라마,12세관람가,독립/예술영화,2021,12,겨울,60531087,1
4373,4404,유니콘 원정대: 비밀의 다이어리,카말 반살,팝엔터테인먼트,2018-06-21,장편,기타,235,109649600,14261,"16,130,900","1,979",애니메이션,전체관람가,독립/예술영화,2018,6,여름,216385269,0
4375,4406,라스트 홈,라민 바흐러니,브리즈픽처스,2016-04-07,장편,미국,163,109954000,14241,"54,577,800","6,928",드라마,15세관람가,독립/예술영화,2016,4,봄,217026182,0
4376,4407,개구리왕국 2,펭 페이,예지림엔터테인먼트,2017-03-23,장편,중국,171,99741700,14236,"17,001,300","2,131",애니메이션,전체관람가,독립/예술영화,2017,3,봄,219876227,0
4377,4408,하나와 앨리스: 살인사건,이와이 슌지,씨제이이엔엠,2015-05-27,장편,일본,67,112007100,14226,"59,834,800","7,437",애니메이션,12세관람가,독립/예술영화,2015,5,봄,217299523,0
4378,4409,양지의 그녀,미키 타카히로,영화사오원,2019-03-21,장편,일본,134,123216580,14224,"65,305,000","7,446",멜로/로맨스,12세관람가,독립/예술영화,2019,3,봄,226678777,0
4379,4410,피는 물보다 진하다,김희성,이놀미디어,2022-05-25,장편,한국,78,90700500,14201,"31,248,600","5,227",액션,15세관람가,일반영화,2022,5,봄,112805094,1
4381,4412,아티스트 봉만대,봉만대,씨너스엔터테인먼트,2013-08-29,장편,한국,131,93817000,14188,"43,885,000","6,787",코미디,청소년관람불가,일반영화,2013,8,여름,213351030,0
4383,4414,아노말리사,듀크 존슨,롯데엔터테인먼트,2016-03-30,장편,미국,93,115387000,14153,"78,595,500","9,486",애니메이션,청소년관람불가,독립/예술영화,2016,3,봄,217026182,0
4384,4415,해피 어게인,커트 보엘커,엣나인필름,2018-03-28,장편,미국,98,104133900,14134,"66,054,500","8,693",드라마,15세관람가,독립/예술영화,2018,3,봄,216385269,0
4390,4421,그레이시 스토리,데이비스 구겐하임,미로비젼,2008-03-27,장편,미국,90,85848000,14043,"31,779,500","4,851",드라마,12세관람가,일반영화,2008,3,봄,147428639,0
4391,4422,청춘적니,샤모,다자인소프트,2022-01-12,장편,중국,112,116128670,14012,"60,872,500","7,316",멜로/로맨스,12세관람가,독립/예술영화,2022,1,겨울,112805094,1
4392,4423,벨파스트,케네스 브래너,유니버설픽쳐스인터내셔널 코리아,2022-03-23,장편,미국,272,127992070,14002,"70,985,280","7,547",드라마,12세관람가,독립/예술영화,2022,3,봄,112805094,1
4396,4427,체크 히어로,앤더스 마테센,예지림엔터테인먼트,2019-10-23,장편,기타,221,101176750,13951,"26,585,980","3,286",애니메이션,전체관람가,독립/예술영화,2019,10,가을,226678777,0
4398,4429,자객 섭은낭,허우 샤오시엔,영화사 진진,2016-02-04,장편,기타,52,108695700,13938,"63,270,100","7,625",사극,12세관람가,독립/예술영화,2016,2,겨울,217026182,0
4400,4431,뷰티풀 보이,펠릭스 반 그뢰닝엔,이수C&E,2019-09-19,장편,미국,130,110353198,13906,"66,158,718","8,137",드라마,15세관람가,독립/예술영화,2019,9,가을,226678777,0
4401,4432,보트,김영남,스폰지이엔티,2009-05-28,장편,한국,51,94173691,13904,"50,262,500","7,126",드라마,15세관람가,독립/예술영화,2009,5,봄,155398654,0
4402,4433,호스트: 접속금지,롭 새비지,넥스트엔터테인먼트월드,2021-07-21,장편,영국,148,128187100,13866,"33,525,500","3,761",공포(호러),15세관람가,독립/예술영화,2021,7,여름,60531087,1
4403,4434,뜨거운 피: 디 오리지널,천명관,스튜디오디에이치엘,2022-05-26,장편,한국,59,111999200,13854,"32,878,000","4,180",액션,청소년관람불가,일반영화,2022,5,봄,112805094,1
4404,4435,프로즌 그라운드,스콧 워커,박수엔터테인먼트,2014-02-06,장편,미국,88,103660500,13853,"30,913,500","4,085",스릴러,청소년관람불가,일반영화,2014,2,겨울,215068958,0
4407,4438,호비와 엄마나무섬의 비밀,히라바야시 이사무,머스트씨무비릴리징컴퍼니,2015-07-02,장편,일본,74,94353500,13802,"30,044,000","4,250",애니메이션,전체관람가,독립/예술영화,2015,7,여름,217299523,0
4408,4439,미어캣의 모험,제임스 허니본,예지림엔터테인먼트,2009-08-06,장편,영국,62,97192628,13797,"30,779,500","4,273",다큐멘터리,전체관람가,일반영화,2009,8,여름,155398654,0
4410,4441,산이 울다,래리 양,팝엔터테인먼트,2016-05-25,장편,중국,107,104827700,13791,"37,604,000","4,620",드라마,15세관람가,독립/예술영화,2016,5,봄,217026182,0
4411,4442,헤이츠,마크 톤데라이,나이너스엔터테인먼트,2012-12-06,장편,미국,75,94348000,13747,"35,434,000","4,791",스릴러,15세관람가,일반영화,2012,12,겨울,194890587,0
4412,4443,웨이 다운,하우메 발라게로,누리픽쳐스,2021-03-11,장편,기타,309,120956030,13743,"40,654,830","4,607",액션,15세관람가,일반영화,2021,3,봄,60531087,1
4413,4444,너와 사랑한 시간,황진진,오드,2022-11-30,장편,기타,92,94305800,13722,"40,889,800","5,943",멜로/로맨스,12세관람가,일반영화,2022,11,가을,112805094,1
4414,4445,가나의 혼인잔치: 언약,기타,CBS,2020-11-26,장편,미국,116,120357330,13712,"37,781,630","4,166",다큐멘터리,전체관람가,일반영화,2020,11,가을,59523967,1
4415,4446,꼬마비행기 피티와 친구들:사막구출 대작전,루카스 퀴아오,와이드 릴리즈,2018-11-22,장편,중국,212,95151000,13710,"11,260,200","1,381",애니메이션,전체관람가,일반영화,2018,11,가을,216385269,0
4417,4448,나이팅게일,제니퍼 켄트,제이앤씨미디어그룹,2020-12-30,장편,기타,329,112682610,13702,"35,213,240","4,301",스릴러,청소년관람불가,독립/예술영화,2020,12,겨울,59523967,1
4418,4449,해길랍,채밀결,오드,2021-03-31,장편,기타,223,120957390,13690,"56,986,890","6,353",멜로/로맨스,15세관람가,독립/예술영화,2021,3,봄,60531087,1
4419,4450,극장판 타오르지마 버스터-블랙어썰트의 귀환,조영광,이수C&E,2019-12-05,장편,한국,259,95196920,13685,"13,697,860","1,659",코미디,전체관람가,독립/예술영화,2019,12,겨울,226678777,0
4420,4451,심야카페: 미씽 허니,정윤수,영화특별시에스엠씨,2022-11-17,장편,한국,174,98978194,13682,"48,820,495","6,519",멜로/로맨스,12세관람가,일반영화,2022,11,가을,112805094,1
4421,4452,토니 에드만,마렌 아데,그린나래미디어,2017-03-16,장편,독일,64,109972800,13677,"76,505,000","9,187",드라마,청소년관람불가,독립/예술영화,2017,3,봄,219876227,0
4422,4453,헤이지니&럭키강이 비밀의 문,안진성,영화사 그램,2022-12-01,장편,한국,282,126092766,13642,"19,149,898","1,823",공연,전체관람가,일반영화,2022,12,겨울,112805094,1
4423,4454,오직 사랑뿐,엠마 아산테,팝엔터테인먼트,2018-02-08,장편,영국,105,106539718,13580,"66,763,118","8,093",드라마,12세관람가,독립/예술영화,2018,2,겨울,216385269,0
4424,4455,버티고,전계수,트리플픽쳐스,2019-10-16,장편,한국,298,115864340,13567,"59,318,100","6,599",드라마,15세관람가,독립/예술영화,2019,10,가을,226678777,0
4427,4458,해피 홀리데이,가이 젠킨,스톰픽쳐스코리아,2015-05-14,장편,영국,102,102633800,13529,"42,765,500","5,366",코미디,12세관람가,독립/예술영화,2015,5,봄,217299523,0
4428,4459,피치 퍼펙트,제이슨 무어,유니버설픽쳐스인터내셔널 코리아,2013-03-28,장편,미국,143,90720000,13520,"33,990,000","4,972",코미디,15세관람가,일반영화,2013,3,봄,213351030,0
4429,4460,오마주,신수원,트윈플러스파트너스,2022-05-26,장편,한국,133,102534500,13519,"65,811,900","8,643",드라마,12세관람가,독립/예술영화,2022,5,봄,112805094,1
4431,4462,피막,반종 피산다나쿤,와이드 릴리즈,2014-09-25,장편,기타,170,101978400,13484,"41,048,400","5,190",코미디,12세관람가,독립/예술영화,2014,9,가을,215068958,0
4434,4465,원피스 3D : 밀짚모자 체이스,사토 히로유키,미디어데이,2012-01-26,단편,일본,111,91648500,13475,"19,565,500","2,668",애니메이션,전체관람가,일반영화,2012,1,겨울,194890587,0
4436,4467,임을 위한 행진곡,박기복,알앤오엔터테인먼트,2018-05-16,장편,한국,160,101338200,13424,"20,317,200","2,329",드라마,15세관람가,독립/예술영화,2018,5,봄,216385269,0
4438,4469,엔딩스 비기닝스,드레이크 도리머스,스마일이엔티,2020-06-24,장편,미국,251,110180880,13401,"42,567,180","5,064",드라마,15세관람가,독립/예술영화,2020,6,여름,59523967,1
4439,4470,베스트 오브 미,마이클 호프만,플러스엠 엔터테인먼트,2015-06-18,장편,미국,118,100915600,13399,"44,377,500","5,714",드라마,15세관람가,일반영화,2015,6,여름,217299523,0
4443,4474,황금시대,허안화,판씨네마,2014-10-16,장편,중국,58,98582100,13371,"55,091,000","7,180",드라마,12세관람가,독립/예술영화,2014,10,가을,215068958,0
4445,4476,토마스와 친구들: 그레이트 레이스,데이비드 스토튼,와이드 릴리즈,2017-11-30,장편,영국,249,98705400,13314,"24,695,000","3,097",애니메이션,전체관람가,일반영화,2017,11,가을,219876227,0
4446,4477,나이트폴,주현량,나이너스엔터테인먼트,2012-09-27,장편,기타,108,99076000,13307,"40,680,500","5,303",액션,청소년관람불가,일반영화,2012,9,가을,194890587,0
4450,4481,봄,조근현,필라멘트픽쳐스,2014-11-20,장편,한국,112,98566100,13234,"53,449,000","6,980",드라마,청소년관람불가,독립/예술영화,2014,11,가을,215068958,0
4451,4482,키코리키: 시간여행,데니스 체르노프,박수엔터테인먼트,2019-04-10,장편,기타,292,95865460,13222,"15,433,300","1,920",애니메이션,전체관람가,일반영화,2019,4,봄,226678777,0
4455,4486,파닥파닥,이대희,씨제이이엔엠,2012-07-25,장편,한국,51,87647900,13194,"44,068,900","6,513",애니메이션,12세관람가,독립/예술영화,2012,7,여름,194890587,0
4456,4487,"귀향, 끝나지 않은 이야기",조정래,커넥트픽쳐스,2017-09-14,장편,한국,207,95769200,13193,"31,504,500","4,236",드라마,15세관람가,독립/예술영화,2017,9,가을,219876227,0
4457,4488,벤 이즈 백,피터 헤지스,팝엔터테인먼트,2019-05-09,장편,미국,78,105071865,13192,"62,589,265","7,651",드라마,15세관람가,독립/예술영화,2019,5,봄,226678777,0
4459,4490,오피셜 시크릿,개빈 후드,팬엔터테인먼트,2019-11-27,장편,영국,153,105679300,13163,"45,343,700","5,500",스릴러,15세관람가,독립/예술영화,2019,11,가을,226678777,0
4460,4491,슈퍼스타 뚜루,기타,박수엔터테인먼트,2020-06-04,장편,기타,300,101306020,13146,"9,159,220","1,065",뮤지컬,전체관람가,일반영화,2020,6,여름,59523967,1
4461,4492,돌아온다,허철,더블앤조이픽쳐스,2017-12-07,장편,한국,58,82977300,13130,"68,832,500","10,886",드라마,12세관람가,독립/예술영화,2017,12,겨울,219876227,0
4462,4493,블랙버드,지나 프린스-바이스우드,영화사 빅,2015-01-28,장편,미국,135,97711400,13130,"46,203,800","6,112",드라마,15세관람가,독립/예술영화,2015,1,겨울,217299523,0
4464,4495,도쿄 리벤저스,하나부사 츠토무,넥스트엔터테인먼트월드,2022-01-19,장편,일본,216,128177240,13122,"51,534,690","5,004",드라마,15세관람가,일반영화,2022,1,겨울,112805094,1
