순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국 스크린수,전국 매출액,전국 관객수,서울 매출액,서울 관객수,장르,등급,영화구분
6678,텔 잇 투 더 비즈,아나벨 얀켈,,(주)월드시네마,(주)라이크콘텐츠,2019-10-31,개봉영화,장편,영국,22,21144480,2433,16909780,1873,드라마,15세이상관람가,독립/예술영화
6679,핑크퐁과 아기상어의 월드투어쇼,이승규,CGV ICECON,,CGV ICECON,2022-05-28,개봉영화,장편,한국,39,25221000,2433,7418500,804,공연,전체관람가,일반영화
6680,컨트롤,안톤 코르빈,,위드시네마,서울엠피필름(주),2008-10-30,개봉영화,장편,영국,7,15598078,2427,13374600,2043,드라마,15세이상관람가,독립/예술영화
6681,12번째 솔저,해럴드 즈워트,,(주)엣나인필름,(주)엣나인필름,2019-04-11,개봉영화,장편,노르웨이,44,17777000,2427,7950020,1032,전쟁,12세이상관람가,독립/예술영화
6682,나오코,후루마야 토모유키,,데이지엔터테인먼트,(주)영화사구안,2008-09-18,개봉영화,장편,일본,5,15787000,2418,13939000,2121,멜로/로맨스,전체관람가,일반영화
6683,내가 찍은 그녀는 최고의 슈퍼스타,톰 디칠로,,(주)스폰지이엔티,(주)스폰지이엔티,2008-07-10,개봉영화,장편,미국,6,16246500,2417,15364500,2253,코미디,15세이상관람가,독립/예술영화
6684,열대왕사,샤이페이 웬,,(주)싸이더스,(주)싸이더스,2022-04-21,개봉영화,장편,중국,25,15868160,2417,11197760,1683,범죄,15세이상관람가,독립/예술영화
6685,겁쟁이 페달: 스페어 바이크,나베시마 오사무,,(주)미디어캐슬,(주)미디어캐슬,2016-11-17,개봉영화,장편,일본,29,18060000,2415,9564000,1222,애니메이션,전체관람가,일반영화
6686,로크,스티븐 나이트,,(유)조이앤컨텐츠그룹,(주)팝엔터테인먼트,2014-06-26,개봉영화,장편,미국,36,17832000,2412,5068000,686,드라마,15세이상관람가,일반영화
6687,아메리칸 패스토럴,이완 맥그리거,,주식회사 풍경소리,(주)드림팩트엔터테인먼트,2017-05-25,개봉영화,장편,미국,24,18127900,2412,12395400,1587,가족,15세이상관람가,독립/예술영화
6688,그리드,마이클 윈터바텀,,"(주)도키엔터테인먼트,와이드 릴리즈(주)",와이드 릴리즈(주),2020-10-15,개봉영화,장편,영국,66,21409500,2411,14451700,1546,코미디,15세이상관람가,독립/예술영화
6689,막걸스,김기영,(주)한국시나리오작가영상제작단,,(주)드림팩트엔터테인먼트,2015-05-21,개봉영화,장편,한국,20,15993500,2410,12334000,1930,코미디,15세이상관람가,독립/예술영화
6690,영화의 거리,김민근,제작사 눈,,영화배급협동조합 씨네소파,2021-09-16,개봉영화,장편,한국,26,18163200,2409,7791200,1241,멜로/로맨스,12세이상관람가,독립/예술영화
6691,호박과 마요네즈,토미나가 마사노리,,(주)엔케이컨텐츠,(주)디스테이션,2018-09-13,개봉영화,장편,일본,55,20060750,2406,11028850,1276,멜로/로맨스,15세이상관람가,독립/예술영화
6692,제이티 르로이,,,(주)스톰픽쳐스코리아,(주)영화사 빅,2021-01-21,개봉영화,장편,미국,93,18703700,2404,10125900,1318,드라마,15세이상관람가,독립/예술영화
6693,일렉트릭 미스트,베르트랑 타베르니에,,(주)케이앤엔터테인먼트,CJ ENM,2009-12-17,개봉영화,장편,미국,14,19082305,2400,14588500,1798,미스터리,15세이상관람가,일반영화
6694,임신한 나무와 도깨비,"김동령,박경태","(주)시네마달,웃음과바늘 필름&아카이브",,(주)시네마달,2022-01-27,개봉영화,장편,한국,20,15292300,2400,10943800,1807,드라마,15세이상관람가,독립/예술영화
6695,고양이 집사,이희섭,엠앤씨에프,,㈜인디스토리,2020-05-14,개봉영화,장편,한국,49,20472240,2399,11396820,1287,다큐멘터리,전체관람가,독립/예술영화
6696,헝그리 하트,사베리오 코스탄조,,찬란,찬란,2016-06-30,개봉영화,장편,이탈리아,15,17326800,2398,13451000,1791,드라마,15세이상관람가,독립/예술영화
6697,별나라 몰리 몬스터,"마티아스 브런,테드 시저",,(주)시네마리퍼블릭,(주)영화사 빅,2018-11-29,개봉영화,장편,독일,63,17796300,2395,3378050,403,애니메이션,전체관람가,독립/예술영화
6698,더 렛지,하워드 J. 포드,,(주)누리픽쳐스,씨제이 씨지브이(CJ CGV)(주),2022-06-15,개봉영화,장편,영국,30,20010900,2394,10634100,1303,액션,15세이상관람가,독립/예술영화
6699,패스트푸드 네이션,리차드 링클레이터,,판씨네마(주),판씨네마(주),2008-07-03,개봉영화,장편,영국,8,16379000,2387,14201000,2046,드라마,청소년관람불가,독립/예술영화
6700,독도의 영웅들,권순도,퓨어웨이픽쳐스,,퓨어웨이픽쳐스,2016-02-18,개봉영화,장편,한국,4,10933000,2384,10808000,2364,다큐멘터리,12세이상관람가,독립/예술영화
6701,사일런트 웨딩,호라티우 말라엘,,(주)케이앤엔터테인먼트,프리비젼엔터테인먼트,2009-08-20,개봉영화,장편,루마니아,3,17256322,2383,14835000,2029,드라마,15세이상관람가,일반영화
6702,더 홈즈맨,토미 리 존스,,(주)메인타이틀픽쳐스,와이드 릴리즈(주),2015-10-08,개봉영화,장편,프랑스,19,16284000,2381,8733500,1179,드라마,청소년관람불가,독립/예술영화
6703,백자의 사람 : 조선의 흙이 되다,타카하시 반메이,,(주)미로비젼,(주)미로비젼,2012-07-12,개봉영화,장편,일본,21,16063500,2377,9904500,1536,드라마,전체관람가,독립/예술영화
6704,마담 보바리,앤 폰테인,,㈜세종커뮤니케이션스,에이원엔터테인먼트,2015-04-02,개봉영화,장편,프랑스,32,17605500,2375,9522500,1229,멜로/로맨스,청소년관람불가,독립/예술영화
6705,기동전사 건담 쿠쿠루스 도안의 섬,야스히코 요시카즈,,(주)에스피오 엔터테인먼트코리아,(주)디스테이션,2022-10-05,개봉영화,장편,일본,47,26004476,2374,14623485,1320,애니메이션,12세이상관람가,독립/예술영화
6706,아빠는 예쁘다,"김승협,박수민","(주)유비콘텐츠,영화사공감",,(주)영화사오원,2019-11-21,개봉영화,장편,한국,29,19853980,2372,13644180,1520,가족,15세이상관람가,독립/예술영화
6707,존경하고 사랑하는 국민여러분,김진홍,"(주)영화사메이플러스,광주MBC",,"주식회사 블루필름웍스,(주)영화사메이플러스",2022-01-27,개봉영화,장편,한국,22,21491700,2372,9505400,1044,다큐멘터리,12세이상관람가,독립/예술영화
6708,디브,나지 아부 노워,,주식회사 디에스이이디,주식회사 디에스이이디,2016-09-01,개봉영화,장편,아랍에미리트연합국정부,5,12870400,2371,11545000,2165,어드벤처,15세이상관람가,독립/예술영화
6709,러브러브 프라하,필립 렝크,,㈜세종커뮤니케이션스,㈜세종커뮤니케이션스,2006-11-02,개봉영화,장편,체코,0,0,2369,0,2369,멜로/로맨스,18세관람가,독립/예술영화
6710,뉴타입 히어로 얏타맨,"히시다 마사카즈,사사가와 히로시",,(유)조이앤컨텐츠그룹,예지림엔터테인먼트,2012-06-21,개봉영화,장편,일본,39,14417500,2368,6137000,985,애니메이션,전체관람가,일반영화
6711,땅의 여자,권우정,다큐인,,시네마달,2010-09-09,개봉영화,장편,한국,14,16398974,2368,9762000,1354,다큐멘터리,전체관람가,독립/예술영화
6712,가치 캅시다,조승원,감성스토리,,(주)스튜디오 보난자,2021-10-28,개봉영화,장편,한국,43,20543250,2365,10623810,1312,드라마,15세이상관람가,독립/예술영화
6713,셰이프 오브 뮤직: 알렉상드르 데스플라,파스칼 쾨노,,(주)영화사 진진,(주)영화사 진진,2020-08-13,개봉영화,장편,프랑스,30,20510480,2365,14897420,1638,다큐멘터리,전체관람가,독립/예술영화
6714,잔다라: 더 비기닝,M.L. 반데바노프 데바쿤,,데이지엔터테인먼트,(주)영화사 빅,2013-09-05,개봉영화,장편,태국,13,16952000,2360,3997500,530,멜로/로맨스,청소년관람불가,독립/예술영화
6715,행복까지 30일,M. 마니칸단,,미디어소프트,"예지림엔터테인먼트,미디어소프트",2016-06-09,개봉영화,장편,인도,18,16914700,2359,7831500,936,드라마,전체관람가,독립/예술영화
6716,아기와 나,손태겸,한국영화아카데미,,CGV아트하우스,2017-11-23,개봉영화,장편,한국,62,17949800,2356,10957100,1345,드라마,15세이상관람가,독립/예술영화
6717,바비,이상우,(주)엘앤유인디컴미디어,,(주)미로비젼,2012-10-25,개봉영화,장편,한국,24,17341500,2355,12327500,1633,드라마,청소년관람불가,독립/예술영화
6718,파란자전거,권용국,(주)프라임엔터테인먼트,,(주)프라임엔터테인먼트,2007-04-19,개봉영화,장편,한국,0,0,2355,0,907,드라마,전체관람가,일반영화
6719,마더,로저 미첼,비비씨필름즈,(주)동숭아트센터,(주)동숭아트센터,2005-06-24,개봉영화,장편,영국,0,0,2354,0,2354,드라마,18세관람가,독립/예술영화
6720,프로듀서스,수잔 스트로맨,유니버셜 픽쳐스,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2007-01-26,개봉영화,장편,미국,0,0,2354,0,2068,코미디,12세관람가,일반영화
6721,마이 페어 웨딩,장희선,(주)레인보우팩토리,,(주)영화사 진진,2015-06-04,개봉영화,장편,한국,39,17980000,2353,14705500,1856,다큐멘터리,12세이상관람가,독립/예술영화
6722,탱고 위드 미,프레더릭 폰테인,,(주)에스와이코마드,(주)에스와이코마드,2013-08-29,개봉영화,장편,벨기에,9,15718500,2350,8535000,1104,드라마,청소년관람불가,독립/예술영화
6723,피가로의 결혼,,,(주) 인스터 글로벌,(주) 인스터 글로벌,2015-02-21,개봉영화,장편,미국,3,49607500,2350,42678000,1927,공연,전체관람가,일반영화
6724,레나,김도원,(주)씨네코뮨,,(주)모멘텀엔터테인먼트,2016-05-26,개봉영화,장편,한국,14,14706700,2349,6821300,890,멜로/로맨스,12세이상관람가,독립/예술영화
6725,마이 플레이스,박문칠,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),2014-01-30,개봉영화,장편,한국,21,16589800,2349,10847800,1421,다큐멘터리,전체관람가,독립/예술영화
6726,데브라 윙거를 찾아서,로잔나 아퀘트,임모탈엔터테인먼트,(주)동숭아트센터,(주)동숭아트센터,2006-04-21,개봉영화,장편,미국,0,0,2344,0,2006,다큐멘터리,12세관람가,독립/예술영화
6727,부기나이트,김경엽,(주)콘텐츠지,,(주)라온컴퍼니플러스,2022-04-28,개봉영화,장편,한국,23,15353370,2340,9897070,1516,코미디,15세이상관람가,일반영화
6728,라 트라비아타,,,(주) 인스터 글로벌,(주) 인스터 글로벌,2019-07-09,개봉영화,장편,미국,6,56084650,2339,42543000,1775,기타,전체관람가,일반영화
6729,로그시티,올리비에르 마샬,,(주)올스타엔터테인먼트,(주)올스타엔터테인먼트,2021-02-11,개봉영화,장편,프랑스,10,13990180,2338,7603240,1268,범죄,청소년관람불가,일반영화
6730,마이 보이,전규환,(주)트리필름,,(주)트리필름,2014-04-10,개봉영화,장편,한국,34,15899800,2338,4839000,600,가족,12세이상관람가,독립/예술영화
6731,나를 구하지 마세요,정연경,(주)아우라픽처스,,(주)리틀빅픽쳐스,2020-09-10,개봉영화,장편,한국,79,20403800,2334,10538220,1140,드라마,12세이상관람가,독립/예술영화
6732,극장판 꽃이 피는 첫걸음 : 홈 스위트 홈,안도 마사히로,,(주)머스트씨무비,"(주)머스트씨무비,(주)머스트씨무비릴리징컴퍼니",2014-07-17,개봉영화,장편,일본,15,17171000,2329,9250000,1230,애니메이션,12세이상관람가,독립/예술영화
6733,내 남자 길들이기,위테 빌란드,,,프리비젼엔터테인먼트,2007-01-18,개봉영화,장편,독일,0,0,2329,0,2307,코미디,15세이상관람가,독립/예술영화
6734,인생면허시험,이자벨 코이젯트,,(주)영화사선,예지림엔터테인먼트,2015-10-29,개봉영화,장편,미국,25,19244500,2325,13044000,1554,드라마,청소년관람불가,독립/예술영화
6735,듄: 드리프터,,,(주)스토리제이,(주)스토리제이,2021-04-28,개봉영화,장편,영국,28,12048000,2322,6024000,1177,SF,12세이상관람가,일반영화
6736,그 누구도 아닌,아르노 데 팔리에르,,그린나래미디어(주),그린나래미디어(주),2020-03-26,개봉영화,장편,프랑스,74,19051000,2319,12730680,1537,드라마,15세이상관람가,독립/예술영화
6737,냇 지오 주니어 무비,"데이비드 엘리스코,캐롤라인 앤스테이",,,씨제이 씨지브이(CJ CGV)(주),2008-10-23,개봉영화,장편,미국,11,11756000,2318,5886000,1192,다큐멘터리,전체관람가,일반영화
6738,노란 코끼리,히로키 류이치,,(주)도키엔터테인먼트,(주)미디어데이,2013-11-14,개봉영화,장편,일본,10,12299500,2317,10808500,2020,멜로/로맨스,15세이상관람가,독립/예술영화
6739,바빌론의 아들,모하메드 알 다라지,,(주)컴퍼니엘,필름메신저,2011-02-24,개봉영화,장편,영국,5,17088500,2317,14707000,1926,드라마,전체관람가,독립/예술영화
6740,맨 앤 치킨,앤더스 토머스 옌센,,(주)컴퍼니엘,(주)컴퍼니엘,2016-05-04,개봉영화,장편,덴마크,6,11571000,2316,3822000,770,코미디,청소년관람불가,독립/예술영화
6741,알피니스트 - 어느 카메라맨의 고백,"임일진,김민철",(주)민치앤필름,,(주)민치앤필름,2020-10-15,개봉영화,장편,한국,21,18762430,2316,11944030,1451,다큐멘터리,12세이상관람가,독립/예술영화
6742,블로우백,티보 타카스,,(주)블루라벨픽쳐스,(주)블루라벨픽쳐스,2022-11-17,개봉영화,장편,미국,50,17771699,2315,7990300,994,액션,15세이상관람가,일반영화
6743,못,서호빈,영화사 새삶,,주식회사 마운틴픽쳐스,2014-11-20,개봉영화,장편,한국,18,16657100,2313,10613200,1448,드라마,15세이상관람가,독립/예술영화
6744,아쉬람,디파 메타,데파 메샤 필름,(주)에스와이코마드,(주)에스와이코마드,2010-02-25,개봉영화,장편,캐나다,2,17892926,2313,15847000,1964,드라마,15세이상관람가,독립/예술영화
6745,비틀즈 겟 백: 루프탑 콘서트,피터 잭슨,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2022-02-11,개봉영화,장편,미국,15,34971400,2311,25746500,1639,다큐멘터리,12세이상관람가,일반영화
6746,오늘영화,"윤성호,강경태,구교환,이옥섭",서울독립영화제,,(주)인디플러그,2015-08-20,개봉영화,장편,한국,17,17045200,2309,12933700,1681,멜로/로맨스,15세이상관람가,독립/예술영화
6747,코리올라누스: 세기의 라이벌,랄프 파인즈,,(유)조이앤컨텐츠그룹,(주)팝파트너스,2013-07-11,개봉영화,장편,영국,3,8722000,2309,5214000,823,전쟁,15세이상관람가,일반영화
6748,나부코,바바라 윌리스 스위츠,,(주) 인스터 글로벌,(주) 인스터 글로벌,2017-04-01,개봉영화,장편,미국,6,52467000,2308,39582000,1732,공연,전체관람가,일반영화
6749,다른 길이 있다,조창호,영화사 몸,,"무브먼트,영화사 몸",2017-01-19,개봉영화,장편,한국,30,17281700,2305,8922700,1098,드라마,15세이상관람가,독립/예술영화
6750,파이어버드,,,그린나래미디어(주),그린나래미디어(주),2022-11-17,개봉영화,장편,에스토니아,38,22672891,2304,16243192,1559,멜로/로맨스,15세이상관람가,독립/예술영화
