영화명,감독,배급사,개봉일,영화형태,국적,전국 스크린수,전국 매출액,전국 관객수,서울 매출액,서울 관객수,장르,등급,영화구분
우리를 침범하는 것들,아담 스미스,그린나래미디어,2017-07-20,장편,영국,56,36978100,4958,"26,185,000","3,364",액션,15세관람가,독립/예술영화
나쁜 녀석들,줄리어스 에이버리,와이드 릴리즈,2015-03-26,장편,기타,59,35561300,4936,"10,883,500","1,551",범죄,15세관람가,일반영화
양치기들,김진황,CGV아트하우스,2016-06-02,장편,한국,56,39535300,4934,"20,791,500","2,506",드라마,청소년관람불가,독립/예술영화
극장판 마이 리틀 포니: 새로운 희망,기타,박수엔터테인먼트,2021-09-22,장편,미국,155,43869890,4924,"8,490,500",929,애니메이션,전체관람가,일반영화
체인징사이드: 부부탐구생활,파스칼 포자두,에이원엔터테인먼트,2012-10-04,장편,프랑스,73,32076500,4924,"11,373,000","1,729",멜로/로맨스,15세관람가,일반영화
5 투 7,빅터 레빈,코리아스크린,2015-11-19,장편,미국,62,37072200,4921,"18,958,000","2,394",코미디,15세관람가,독립/예술영화
파라다이스 하이웨이,안나 구또,판씨네마,2022-08-24,장편,미국,53,43392800,4904,"31,833,200","3,461",액션,15세관람가,독립/예술영화
노아의 방주 2: 새로운 세계로,토비 젠켈,팝엔터테인먼트,2021-12-09,장편,독일,167,40193890,4888,"5,644,330",578,애니메이션,전체관람가,일반영화
이장,정승오,인디스토리,2020-03-25,장편,한국,82,38933040,4878,"21,728,940","2,438",드라마,12세관람가,독립/예술영화
엔젤 오브 마인,킴 파란트,영화사 빅,2019-10-30,장편,미국,115,35692800,4877,"18,924,840","2,482",드라마,15세관람가,독립/예술영화
걸,루카스 돈트,리틀빅픽쳐스,2021-01-07,장편,독일,239,44184510,4872,"21,698,570","2,254",드라마,15세관람가,독립/예술영화
불량한 가족,장재일,,2020-07-09,장편,한국,161,41519940,4872,"17,410,360","1,889",코미디,12세관람가,독립/예술영화
저니스 엔드,사울 딥,스톰픽쳐스코리아,2018-11-28,장편,영국,63,37714850,4861,"23,735,550","2,979",전쟁,15세관람가,독립/예술영화
쇠파리,안철호,영화사 그램,2017-05-25,장편,한국,56,36279100,4836,"8,904,500","1,076",범죄,15세관람가,독립/예술영화
헬로 몽키,기타,박수엔터테인먼트,2019-11-14,장편,중국,157,35402440,4832,"4,999,900",598,판타지,전체관람가,일반영화
지니어스 독,길 정거,키다리이엔티,2020-09-16,장편,미국,142,37463400,4828,"13,403,700","1,838",코미디,12세관람가,일반영화
그녀가 말했다,마리아 슈라더,유니버설픽쳐스인터내셔널 코리아,2022-11-30,장편,미국,88,38469300,4824,"22,013,100","2,679",드라마,15세관람가,일반영화
카운터스,이일하,인디스토리,2018-08-15,장편,한국,51,37673900,4819,"25,291,200","3,005",다큐멘터리,15세관람가,독립/예술영화
나이트메어 시네마,기타무라 류헤이,영화사 빅,2019-07-17,장편,미국,97,42923628,4817,"16,832,548","1,855",공포(호러),청소년관람불가,일반영화
리벤지,코랄리 파르쟈,팝엔터테인먼트,2020-05-06,장편,프랑스,143,40284300,4814,"13,224,520","1,552",액션,청소년관람불가,독립/예술영화
은하철도의 꿈,니시쿠보 미즈호,영화사오원,2015-04-09,장편,일본,85,35438000,4812,"13,527,000","1,713",애니메이션,전체관람가,독립/예술영화
슈퍼문,홍대영,예지림엔터테인먼트,2021-09-09,장편,한국,200,41532780,4778,"7,753,800",811,애니메이션,전체관람가,독립/예술영화
봉쇄수도원 카르투시오,김동일,커넥트픽쳐스,2020-11-19,장편,한국,125,40591180,4777,"18,546,360","2,111",다큐멘터리,전체관람가,독립/예술영화
더 퍼지: 포에버,에베라도 발레리오 구트,유니버설픽쳐스인터내셔널 코리아,2021-07-14,장편,미국,52,32656830,4774,"18,177,550","2,909",스릴러,청소년관람불가,일반영화
B컷,김진영,TCO더콘텐츠온,2022-03-30,장편,한국,84,36525500,4763,"11,824,900","1,628",범죄,청소년관람불가,일반영화
블리딩 스틸,장립가,박수엔터테인먼트,2018-04-19,장편,중국,116,38266600,4754,"10,903,300","1,382",액션,15세관람가,독립/예술영화
요나요나 펭귄,린 타로,넥스트엔터테인먼트월드,2012-01-12,장편,일본,53,30973500,4753,"10,130,500","1,374",애니메이션,전체관람가,일반영화
문빔베어: 달을 사랑한 작은 곰,마이크 마우루스,,2013-05-01,장편,독일,93,31145000,4747,"13,617,500","2,023",가족,전체관람가,일반영화
여타짜,이지승,박수엔터테인먼트,2021-12-08,장편,한국,152,40700840,4746,"5,178,770",514,범죄,15세관람가,일반영화
디지몬 어드벤처 : 라스트 에볼루션 인연,타구치 토모히사,얼리버드픽쳐스,2021-02-17,장편,일본,70,49397000,4739,"19,850,300","1,869",애니메이션,12세관람가,일반영화
캅샵: 미친놈들의 전쟁,조 카나한,씨네필운,2021-12-09,장편,미국,139,41726370,4733,"14,214,490","1,581",액션,15세관람가,일반영화
트롤 킹,케빈 먼로,박수엔터테인먼트,2020-10-07,장편,기타,190,36520010,4728,"5,655,900",662,애니메이션,전체관람가,일반영화
후로티로봇 극장판,토미 왕,박수엔터테인먼트,2019-08-29,장편,중국,177,36110740,4727,"5,469,600",655,어드벤처,전체관람가,일반영화
로그 인 벨지움,유태오,엣나인필름,2021-12-01,장편,한국,53,47005240,4725,"39,803,070","3,882",다큐멘터리,전체관람가,독립/예술영화
호라이즌 라인,마이클 마키마인,제이앤씨미디어그룹,2021-02-10,장편,미국,79,32305070,4716,"14,021,390","2,161",스릴러,12세관람가,일반영화
팔로우 미,기타,디스테이션,2020-10-22,장편,미국,138,38775300,4715,"15,143,500","1,809",스릴러,15세관람가,일반영화
금빛 모자이크 프리티 데이즈,다나카 모토키,퍼스트런,2017-02-16,장편,일본,80,34265500,4709,"12,120,000","1,643",애니메이션,전체관람가,일반영화
모추어리 컬렉션,기타,이놀미디어,2021-01-21,장편,미국,115,37557400,4693,"16,717,600","2,267",판타지,청소년관람불가,독립/예술영화
위스키 탱고 폭스트롯,글렌 피카라,디스테이션,2016-11-10,장편,미국,108,35228370,4682,"15,368,070","2,010",전쟁,15세관람가,독립/예술영화
해적왕의 황금나침반,마이크 마주크,와이드 릴리즈,2014-11-27,장편,독일,62,33506600,4682,"11,666,500","1,414",가족,전체관람가,독립/예술영화
라이엇 클럽,론 쉐르픽,영화사 진진,2015-10-22,장편,영국,53,37266300,4662,"27,857,000","3,409",드라마,청소년관람불가,독립/예술영화
푸른 호수,저스틴 전,유니버설픽쳐스인터내셔널 코리아,2021-10-13,장편,미국,139,35491120,4655,"19,207,710","2,766",드라마,12세관람가,일반영화
럭키 몬스터,봉준영,영화사 그램,2020-12-03,장편,한국,101,34603580,4645,"17,351,980","2,255",드라마,청소년관람불가,독립/예술영화
나를 죽여줘,최익환,트리플픽쳐스,2022-10-19,장편,한국,112,39655296,4636,"18,862,299","2,187",드라마,15세관람가,독립/예술영화
국카스텐 콘서트 실황 : 해프닝,기타,CGV ICECON,2021-03-24,장편,한국,54,82419000,4611,"38,340,000","2,152",공연,전체관람가,일반영화
아-하: 테이크 온 미,아슬레우 홀름, 컨텐츠썬,2021-09-22,장편,기타,53,39303900,4592,"23,786,200","2,766",다큐멘터리,12세관람가,독립/예술영화
프로디지,니콜라스 맥카시,판씨네마,2019-04-04,장편,미국,123,39493020,4592,"12,854,760","1,467",공포(호러),15세관람가,독립/예술영화
슈팅걸스,배효민,영화사오원,2020-05-06,장편,한국,207,35823060,4587,"7,714,740",913,드라마,12세관람가,독립/예술영화
극장판 기븐,야마구치 히카루,애니플러스,2020-11-26,장편,일본,103,40516790,4585,"19,788,480","2,109",애니메이션,15세관람가,일반영화
트라이앵글,크리스토퍼 스미스,와이드 릴리즈,2018-08-29,장편,영국,82,32766850,4558,"9,335,350","1,221",공포(호러),15세관람가,독립/예술영화
트라이앵글,지영수,(주)씨제이이엔엠,2009-11-19,장편,한국,54,34225859,4555,"13,133,500","1,663",드라마,전체관람가,일반영화
화이트 노이즈,노아 바움백,씨제이 씨지브이,2022-12-07,장편,미국,62,36305700,4534,"24,355,800","2,936",코미디,15세관람가,일반영화
킹덤2: 아득한 대지로,사토 신스케,플레이그램,2022-11-16,장편,미국,112,37839200,4526,"20,983,700","2,804",액션,15세관람가,독립/예술영화
아이를 위한 아이,이승환,트리플픽쳐스,2022-07-21,장편,한국,51,38482300,4515,"22,559,600","2,566",기타,12세관람가,독립/예술영화
너는 착한 아이,오미보,디스테이션,2016-03-24,장편,일본,51,33959800,4514,"21,488,400","2,780",드라마,전체관람가,독립/예술영화
살수,곽정덕,TCO제이앤씨미디어그룹,2023-02-22,장편,한국,188,41717765,4506,"16,980,895","1,758",액션,15세관람가,일반영화
블랙 쉐도우,아마리아 올슨,스톰픽쳐스코리아,2017-07-13,장편,미국,144,33762500,4502,"10,973,500","1,420",액션,15세관람가,일반영화
미스 유 올레디,캐서린 하드윅,디스테이션,2017-10-03,장편,영국,73,33207200,4499,"12,269,500","1,551",드라마,15세관람가,독립/예술영화
아무도 없다,존 하이암스,판씨네마,2020-09-09,장편,미국,122,38901450,4478,"13,157,650","1,556",스릴러,15세관람가,독립/예술영화
튼튼이의 모험,고봉수,CGV아트하우스,2018-06-21,장편,한국,88,34307600,4476,"18,808,100","2,330",코미디,15세관람가,독립/예술영화
세상끝의 사랑,김인식,스톰픽쳐스코리아,2015-11-12,장편,한국,97,34737300,4472,"11,312,000","1,353",멜로/로맨스,청소년관람불가,일반영화
내일도 우린 사랑하고 있을까,주남,디스테이션,2021-03-11,장편,중국,129,31768800,4451,"12,650,400","1,797",드라마,12세관람가,독립/예술영화
세계일주,이항배,나이너스엔터테인먼트,2015-03-26,장편,한국,56,32479400,4449,"17,944,100","2,354",가족,12세관람가,독립/예술영화
그녀는 거짓말을 너무 사랑해,코이즈미 노리히로,영화사 빅,2018-01-24,장편,일본,108,35446200,4448,"18,660,500","2,280",멜로/로맨스,12세관람가,독립/예술영화
브라더 오브 더 이어,위타야 통유용,영화사오원,2019-03-07,장편,기타,58,34937080,4429,"26,866,280","3,458",코미디,12세관람가,독립/예술영화
내가 날 부를 때,기타,영화특별시에스엠씨,2021-09-09,장편,중국,97,40978490,4417,"22,131,170","2,367",드라마,12세관람가,독립/예술영화
트라이얼 오브 더 시카고 7,아론 소킨,플러스엠 엔터테인먼트,2020-10-07,장편,미국,103,35893730,4412,"19,914,960","2,338",드라마,15세관람가,독립/예술영화
나만이 없는 거리,히라카와 유이치로,박수엔터테인먼트,2016-08-17,장편,일본,63,33113000,4392,"14,102,000","1,839",드라마,15세관람가,일반영화
사랑 후의 두 여자,기타,판씨네마,2022-03-30,장편,영국,55,37990180,4392,"27,452,360","2,903",드라마,15세관람가,독립/예술영화
온리 갓 포기브스,니콜라스 윈딩 레픈, 우리네트웍스,2014-04-24,장편,미국,61,32584500,4389,"18,884,500","2,560",액션,청소년관람불가,독립/예술영화
걸즈 앤 판처 최종장 제1화,미즈시마 츠토무,디스테이션,2020-01-08,장편,일본,55,38676620,4380,"23,048,080","2,528",애니메이션,12세관람가,일반영화
미스,기타,예지림엔터테인먼트,2021-05-12,장편,프랑스,105,35870730,4365,"14,880,240","1,840",코미디,15세관람가,독립/예술영화
에베레스트,이인항,제이앤씨미디어그룹,2020-07-22,장편,중국,142,36419640,4356,"15,919,800","1,863",액션,15세관람가,일반영화
15소년 표류기: 해적섬을 탈출하라,나카무라 류타로,에이원엔터테인먼트,2014-11-27,장편,일본,56,28511700,4341,"3,362,600",451,애니메이션,전체관람가,일반영화
낮과 달,이영아,찬란,2022-10-20,장편,한국,52,35517098,4339,"22,003,498","2,688",드라마,15세관람가,독립/예술영화
고 피쉬!,숀 패트릭 오렐리,박수엔터테인먼트,2020-07-23,장편,미국,138,33952780,4338,"4,877,640",597,애니메이션,전체관람가,일반영화
베이비티스,기타,M&M 인터내셔널,2020-10-22,장편,기타,57,36583130,4329,"26,299,730","3,014",코미디,15세관람가,독립/예술영화
인투 더 미러,아이작 에즈반,팝엔터테인먼트,2021-02-17,장편,기타,219,38530340,4306,"11,686,580","1,308",SF,15세관람가,일반영화
안녕까지 30분,기타,디스테이션,2020-10-14,장편,일본,115,33447800,4305,"18,622,500","2,432",판타지,12세관람가,독립/예술영화
더 바,알렉스 드 라 이글레시아,영화사 그램,2017-06-15,장편,기타,84,32328100,4287,"13,947,600","1,825",스릴러,15세관람가,독립/예술영화
더 하더 데이 폴,기타,씨제이 씨지브이,2021-10-20,장편,미국,56,30487300,4286,"13,010,900","1,704",액션,청소년관람불가,일반영화
미인어,주성치,라이크콘텐츠,2017-02-22,장편,중국,69,31631200,4270,"20,333,700","2,727",판타지,12세관람가,독립/예술영화
미스터 보스,김형기,,2020-12-30,장편,한국,226,34516640,4267,"8,285,480","1,031",드라마,15세관람가,일반영화
담쟁이,한제이,트리플픽쳐스,2020-10-28,장편,한국,93,33705130,4258,"19,435,220","2,347",가족,15세관람가,독립/예술영화
리틀드래곤 코코넛2: 정글대탐험,안소니 파워,팝엔터테인먼트,2021-02-24,장편,독일,147,35175910,4241,"4,730,040",544,애니메이션,전체관람가,일반영화
왕을 참하라,김재수,박수엔터테인먼트,2017-03-16,장편,한국,54,32469800,4237,"12,220,000","1,606",드라마,청소년관람불가,일반영화
카고,제임스 쿨렌 브레삭,와이드 릴리즈,2022-09-15,장편,미국,217,38870078,4231,"7,011,460",752,애니메이션,전체관람가,일반영화
화씨 11/9: 트럼프의 시대,마이클 무어,영화사 진진,2018-11-22,장편,미국,73,33604550,4212,"21,042,150","2,539",다큐멘터리,15세관람가,독립/예술영화
프록시마 프로젝트,앨리스 위노코,영화사 진진,2020-10-15,장편,프랑스,86,36329750,4185,"25,624,880","2,845",드라마,12세관람가,독립/예술영화
다시 만난 날들,심찬양,영화사오원,2020-09-24,장편,한국,105,37245780,4176,"21,955,430","2,284",뮤지컬,12세관람가,독립/예술영화
수부라 게이트,스테파노 솔리마,팝엔터테인먼트,2017-09-07,장편,기타,104,29989100,4173,"9,215,800","1,247",범죄,청소년관람불가,독립/예술영화
와일드 시티,론 스캘펠로,와이드 릴리즈,2020-06-17,장편,영국,111,35310180,4168,"15,517,380","1,885",액션,청소년관람불가,독립/예술영화
드래곤 빌리지,기타,와이드 릴리즈,2019-12-12,장편,기타,82,27780900,4163,"5,621,300",721,판타지,전체관람가,일반영화
레미: 집 없는 아이,앙트완 블로시에르,팝엔터테인먼트,2020-05-28,장편,프랑스,168,33242380,4160,"14,916,560","1,875",가족,전체관람가,독립/예술영화
