영화명,감독,배급사,개봉일,영화형태,국적,전국 스크린수,전국 매출액,전국 관객수,서울 매출액,서울 관객수,장르,등급,영화구분
미드나이트 스카이,조지 클루니,플러스엠 엔터테인먼트,2020-12-09,장편,미국,257,61177160,7101,"25,146,210","2,891",드라마,12세관람가,독립/예술영화
신 고질라,안노 히데아키,플러스엠 엔터테인먼트,2017-03-08,장편,일본,156,53050000,7098,"24,609,000","3,183",SF,12세관람가,일반영화
씨 오브 트리스,구스 반 산트,영화사오원,2018-05-10,장편,미국,98,58561600,7087,"29,724,000","3,376",드라마,12세관람가,독립/예술영화
레이디 수잔,위트 스틸먼,팝엔터테인먼트,2016-11-24,장편,영국,88,51727800,7071,"30,128,500","3,965",드라마,12세관람가,독립/예술영화
어른도감,김인선,영화사 진진,2018-08-23,장편,한국,58,53539700,7056,"33,621,500","3,998",코미디,12세관람가,독립/예술영화
앱솔루틀리 애니씽,테리 존스,모멘텀엔터테인먼트,2016-01-14,장편,미국,90,54445800,7052,"24,306,500","3,057",코미디,12세관람가,일반영화
다크 앤드 위키드,브라이언 버티노,와이드 릴리즈,2021-06-30,장편,미국,164,60105000,7046,"25,468,500","3,086",공포(호러),15세관람가,일반영화
레벤느망,오드리 디완,영화특별시에스엠씨,2022-03-10,장편,프랑스,64,63486170,7035,"40,370,770","4,233",드라마,15세관람가,독립/예술영화
뉴니스,드레이크 도리머스,영화사 진진,2017-11-09,장편,미국,93,55870500,6989,"36,437,300","4,441",멜로/로맨스,청소년관람불가,독립/예술영화
헝거,스티브 맥퀸,오드,2016-03-17,장편,영국,56,51600100,6927,"34,193,900","4,434",드라마,청소년관람불가,독립/예술영화
휴가,이란희,인디스토리,2021-10-21,장편,한국,55,50051300,6898,"22,873,600","3,543",드라마,12세관람가,독립/예술영화
남과 여: 여전히 찬란한,끌로드 를르슈,팝엔터테인먼트,2020-10-15,장편,프랑스,69,57963900,6896,"37,949,200","4,320",드라마,15세관람가,독립/예술영화
에브리바디 원츠 썸!!,리차드 링클레이터,디스테이션,2016-07-14,장편,미국,63,54852400,6885,"37,856,500","4,634",코미디,청소년관람불가,독립/예술영화
파커,테일러 핵포드,와이드 릴리즈,2014-12-10,장편,미국,54,52015000,6828,"19,301,000","2,627",범죄,청소년관람불가,일반영화
고스트 헌터: 얼음 몬스터의 부활,토비 바우만,예지림엔터테인먼트,2016-02-25,장편,독일,58,48224500,6824,"15,055,000","2,001",어드벤처,전체관람가,독립/예술영화
파힘,피에르 프랑소와 마틴 라발,디스테이션,2021-01-21,장편,프랑스,165,52515900,6824,"21,388,800","2,668",드라마,전체관람가,독립/예술영화
홈리스,임승현,그린나래미디어,2022-09-15,장편,한국,86,49834597,6824,"26,438,297","3,399",드라마,12세관람가,독립/예술영화
세이레,박강,트윈플러스파트너스,2022-11-24,장편,한국,70,52915083,6822,"31,344,698","4,193",드라마,15세관람가,독립/예술영화
투캅스 인 파리,다비드 샤혼,노바엔터테인먼트,2015-03-26,장편,프랑스,51,34266000,6786,"16,766,000","3,345",액션,청소년관람불가,일반영화
명량: 회오리 바다를 향하여,김한민,넥스트엔터테인먼트월드,2015-05-07,장편,한국,92,48376500,6774,"20,064,500","2,541",다큐멘터리,12세관람가,독립/예술영화
연인과 독재자,로버트 캐넌,엣나인필름,2016-09-22,장편,영국,76,45021073,6765,"34,934,573","5,246",다큐멘터리,12세관람가,독립/예술영화
페니 핀처,프레드 카바예, 씨네룩스,2017-08-30,장편,프랑스,71,48737508,6737,"23,258,408","3,148",코미디,12세관람가,독립/예술영화
마가렛트 여사의 숨길 수 없는 비밀,자비에 지아놀리,그린나래미디어,2016-03-17,장편,프랑스,82,49340300,6701,"29,979,800","3,995",드라마,15세관람가,독립/예술영화
인필트레이터 : 잠입자들,브래드 퍼맨,리틀빅픽쳐스,2016-10-06,장편,미국,128,49829000,6701,"20,527,000","2,754",범죄,15세관람가,독립/예술영화
파이어스톰,원금린,인벤트스톤,2014-07-16,장편,중국,82,51336800,6682,"16,628,000","2,053",액션,청소년관람불가,일반영화
고양이들의 아파트,정재은,메타플레이,2022-03-17,장편,한국,75,58285970,6646,"41,803,870","4,616",다큐멘터리,전체관람가,독립/예술영화
매직아치,바실리 로벤스키,영화사 빅,2021-07-01,장편,기타,182,52885610,6633,"6,632,500",677,애니메이션,전체관람가,일반영화
당신은 믿지 않겠지만,이시이 유야,디오시네마,2021-10-28,장편,일본,100,53356540,6605,"34,678,300","4,322",드라마,12세관람가,독립/예술영화
복지식당,서태수,인디스토리,2022-04-14,장편,한국,53,47291100,6598,"29,829,100","4,131",드라마,12세관람가,독립/예술영화
환절기,이동은,리틀빅픽쳐스,2018-02-22,장편,한국,51,52955000,6592,"37,585,000","4,475",드라마,15세관람가,독립/예술영화
사보타지,데이비드 에이어,나이너스엔터테인먼트,2014-07-23,장편,미국,70,50277100,6591,"22,902,500","3,012",범죄,청소년관람불가,일반영화
좋아하게 되는 그 순간을 ~고백실행위원회~,야나기자와 테츠야,디스테이션,2017-06-22,장편,일본,63,48850000,6573,"22,467,000","2,935",애니메이션,12세관람가,일반영화
비포 : 불가사의한 피라미드,이도 엔젤,영화사 빅,2014-09-18,장편,기타,72,45170000,6568,"10,260,000","1,405",애니메이션,전체관람가,일반영화
"카페, 한 사람을 기다리다",강금림,일레븐엔터테인먼트,2017-05-11,장편,기타,107,52164000,6545,"23,988,500","2,913",멜로/로맨스,15세관람가,독립/예술영화
베를린 신드롬,케이트 쇼트랜드,예지림엔터테인먼트,2017-07-06,장편,기타,78,50803800,6529,"22,670,800","2,857",스릴러,청소년관람불가,독립/예술영화
아디오스,파코 카베자스,이놀미디어,2020-07-22,장편,기타,150,48029220,6526,"18,146,060","2,562",액션,청소년관람불가,독립/예술영화
미스터 홈즈,빌 콘돈,프레인글로벌,2016-05-26,장편,영국,58,50852300,6518,"29,843,600","3,757",범죄,12세관람가,독립/예술영화
기적의 피아노,김은주,롯데엔터테인먼트,2015-09-03,장편,한국,74,46156800,6514,"22,829,700","3,130",다큐멘터리,전체관람가,독립/예술영화
웬디,벤 제틀린,하이스트레인저,2021-06-30,장편,미국,79,45993870,6482,"32,676,470","4,681",드라마,12세관람가,독립/예술영화
틴 스피릿,맥스 밍겔라,TCO,2019-09-04,장편,미국,203,52373790,6480,"25,895,500","3,012",드라마,12세관람가,독립/예술영화
후겟츠 웨슬리,헉 봇코,영화특별시에스엠씨,2021-11-18,장편,미국,89,49034670,6476,"29,518,970","4,163",코미디,12세관람가,일반영화
학교괴담 : 저주의 언령,오치아이 마사유키,박수엔터테인먼트,2015-07-02,장편,일본,70,47578100,6469,"11,262,500","1,530",미스터리,15세관람가,독립/예술영화
세상의 모든 디저트: 러브 사라,기타,티캐스트,2021-02-04,장편,영국,117,54132170,6457,"34,902,590","4,065",드라마,12세관람가,독립/예술영화
클랜,파블로 트라페로,더블앤조이픽쳐스,2016-05-12,장편,기타,58,49283800,6405,"29,705,700","3,678",범죄,15세관람가,독립/예술영화
앙리 앙리,마틴 탈봇,영화사 빅,2015-10-29,장편,기타,61,50044500,6394,"37,074,500","4,676",드라마,12세관람가,독립/예술영화
"내 어깨 위 고양이, 밥 2",찰스 마틴 스미스,영화특별시에스엠씨,2020-12-24,장편,영국,202,55306190,6378,"23,792,370","2,638",가족,전체관람가,독립/예술영화
"사랑, 스무살",제이크 골드버거,와이드 릴리즈,2018-10-25,장편,미국,168,52817950,6367,"22,410,450","2,522",멜로/로맨스,12세관람가,독립/예술영화
드래곤 네스트: 평화 기사단 VS 블랙 드래곤,송유평,THE 픽쳐스,2016-11-17,장편,중국,102,49051000,6347,"18,253,500","2,263",애니메이션,전체관람가,독립/예술영화
봉신연의: 영웅의 귀환,허안,키다리이엔티,2016-09-22,장편,기타,155,48190000,6343,"16,368,300","2,034",판타지,12세관람가,독립/예술영화
드라이,로버트 코놀리,영화사 진진,2022-03-30,장편,기타,110,53249980,6325,"33,442,280","3,762",미스터리,15세관람가,독립/예술영화
"우리, 둘",기타,그린나래미디어버킷스튜디오,2021-07-28,장편,프랑스,54,53127040,6319,"35,751,340","4,108",드라마,12세관람가,독립/예술영화
스파이 캣,울프강 라우엔슈타인,라이크콘텐츠,2021-12-09,장편,독일,137,48647899,6312,"15,286,000","2,100",애니메이션,전체관람가,독립/예술영화
극장판 페이트/그랜드 오더 신성원탁영역 카멜롯 완더링; 아가트람,스에자와 케이,애니플러스,2021-02-25,장편,일본,91,62166830,6306,"25,407,030","2,443",애니메이션,15세관람가,일반영화
챔피언 프로그램,스티븐 프리어스,판씨네마,2015-10-28,장편,영국,91,48323400,6301,"27,769,500","3,431",드라마,12세관람가,독립/예술영화
상견니 대만판 12화,황천인,오드,2021-08-31,장편,기타,99,46527880,6295,"19,684,860","2,673",드라마,12세관람가,일반영화
아이의 노랫소리를 들려줘,요시우라 야스히로,라이크콘텐츠,2022-09-22,장편,일본,106,58092382,6294,"33,318,390","3,286",애니메이션,12세관람가,독립/예술영화
더 파크랜드,피터 랜즈먼,영화사 진진,2014-03-20,장편,미국,111,45655500,6291,"26,347,200","3,522",미스터리,15세관람가,독립/예술영화
클라이밍,김혜미,트리플픽쳐스,2021-06-16,장편,한국,110,40585850,6291,"28,230,970","4,569",애니메이션,15세관람가,독립/예술영화
극장판 가면라이더: 세이버X젠카이저 슈퍼히어로 전기,타자키 류타,트윈플러스파트너스,2022-12-01,장편,일본,103,51373179,6289,"18,261,895","1,942",액션,전체관람가,일반영화
코알라,김주환,어뮤즈,2013-10-24,장편,한국,65,47015000,6287,"35,697,500","4,557",드라마,15세관람가,독립/예술영화
체브라시카,나카무라 마코토,브릿지웍스 엔터테인먼트,2013-11-14,장편,일본,73,41034500,6261,"10,815,000","1,650",애니메이션,전체관람가,일반영화
썬더버드,이재원,트리플픽쳐스,2022-09-21,장편,한국,99,52757800,6227,"28,206,400","3,290",드라마,15세관람가,독립/예술영화
극장판 토미카 하이퍼레스큐 드라이브헤드,카토 타카오,팝엔터테인먼트,2018-10-03,장편,일본,140,49667400,6226,"16,034,100","1,943",애니메이션,전체관람가,일반영화
커피 오어 티,데렉 후이,넥스트엔터테인먼트월드,2021-03-31,장편,중국,119,48768820,6221,"34,835,340","4,627",코미디,12세관람가,독립/예술영화
기예르모 델토로의 피노키오,기예르모 델 토로,씨제이 씨지브이,2022-11-23,장편,미국,57,57089800,6200,"33,547,500","3,490",애니메이션,전체관람가,일반영화
"다시, 벚꽃",유해진,영화사 진진,2017-04-06,장편,한국,132,49614500,6199,"28,951,800","3,445",다큐멘터리,12세관람가,독립/예술영화
인트로덕션,홍상수,콘텐츠판다,2021-05-27,장편,한국,91,55369270,6185,"41,196,140","4,470",기타,12세관람가,독립/예술영화
더 노비스,로런 해더웨이,영화사 진진,2022-05-25,장편,미국,52,53571600,6174,"38,417,600","4,337",스릴러,15세관람가,독립/예술영화
빨간머리 앤 : 네버엔딩스토리,다카하타 이사오,와이드 릴리즈,2014-04-17,장편,일본,96,43118400,6167,"13,023,300","1,735",애니메이션,전체관람가,독립/예술영화
당신의 사월,주현숙,시네마달,2021-04-01,장편,한국,59,45656620,6143,"23,320,720","3,061",다큐멘터리,전체관람가,독립/예술영화
리디밍 러브,D.J. 카루소,까멜리아이엔티,2022-03-23,장편,미국,118,48410470,6134,"27,864,270","3,622",멜로/로맨스,15세관람가,일반영화
굿 보스,페르난도 레온 데 아라노아,디스테이션,2022-02-10,장편,기타,85,54351220,6114,"31,916,720","3,463",드라마,15세관람가,독립/예술영화
엠파이어 스테이트,디토 몬티엘,박수엔터테인먼트,2014-05-08,장편,미국,73,41951800,6102,"7,927,900","1,572",액션,청소년관람불가,일반영화
그리고 우린 춤을 추었다,레반 아킨,엣나인필름,2020-11-25,장편,프랑스,79,53468810,6069,"38,020,840","4,095",드라마,15세관람가,독립/예술영화
리턴 투 센더,포아드 미카티,디스테이션,2016-03-10,장편,미국,142,47702000,6062,"16,607,500","2,048",범죄,15세관람가,일반영화
시크릿 레터,쥬세페 토르나토레,디스테이션,2017-11-23,장편,기타,79,46532500,6056,"26,717,600","3,290",드라마,12세관람가,독립/예술영화
플래시백,기타,판씨네마,2021-06-10,장편,기타,145,45741340,6044,"22,842,850","3,096",드라마,15세관람가,독립/예술영화
"조금씩, 천천히 안녕",나카노 료타,디스테이션,2020-05-27,장편,일본,166,47781320,5960,"30,070,560","3,738",가족,전체관람가,독립/예술영화
호야와 토리: 드래곤 숲의 비밀,하타 마사미,팝엔터테인먼트,2015-06-04,장편,일본,198,40189200,5950,"5,363,900",744,애니메이션,전체관람가,일반영화
블랙딜,이조훈,인디플러그,2014-07-03,장편,한국,74,40589200,5947,"17,630,000","2,503",다큐멘터리,12세관람가,독립/예술영화
탑,홍상수,콘텐츠판다,2022-11-03,장편,한국,57,55803293,5933,"45,307,993","4,687",드라마,15세관람가,독립/예술영화
다운 어 다크 홀,로드리고 코르테스,누리픽쳐스,2019-09-26,장편,미국,94,29600000,5920,"2,300,000",460,드라마,12세관람가,독립/예술영화
벨 칸토,폴 웨이츠,누리픽쳐스,2019-09-26,장편,미국,100,29600000,5920,"15,600,000","3,120",드라마,15세관람가,독립/예술영화
윈체스터,마이클 스피어리그,누리픽쳐스,2019-09-19,장편,기타,100,29600000,5920,"8,900,000","1,780",판타지,12세관람가,독립/예술영화
해적왕 작스톰,필립 귀엔,삼지애니메이션,2018-07-25,장편,한국,65,45905800,5916,"23,001,300","2,613",애니메이션,전체관람가,일반영화
톰과 제리 아카데미 가다,윌리엄 한나,팝엔터테인먼트,2014-12-11,장편,미국,54,42438000,5909,"12,355,500","1,591",애니메이션,전체관람가,독립/예술영화
아이스,올레그 트로핌,마노엔터테인먼트,2019-02-07,장편,기타,110,46440980,5907,"21,931,430","2,733",멜로/로맨스,전체관람가,독립/예술영화
액션히어로,이진호,트리플픽쳐스,2021-07-21,장편,한국,110,48964700,5904,"26,721,380","3,123",액션,12세관람가,독립/예술영화
극장판 울려라! 유포니엄,이시하라 타츠야,박수엔터테인먼트,2016-09-01,장편,일본,72,45125000,5899,"21,581,000","2,771",애니메이션,전체관람가,일반영화
도어맨,기타무라 류헤이,블루라벨픽쳐스,2022-03-16,장편,미국,130,50245300,5888,"24,044,100","2,857",액션,15세관람가,일반영화
이태석,이우석,THE 픽쳐스,2022-12-29,장편,한국,100,48845396,5881,"16,972,297","2,287",다큐멘터리,전체관람가,독립/예술영화
한낮의 유성,신조 타케히코,스마일이엔티,2018-04-19,장편,일본,108,48639300,5881,"19,368,400","2,292",멜로/로맨스,12세관람가,독립/예술영화
암모나이트,기타,소니픽쳐스엔터테인먼트코리아극장배급지점,2021-03-11,장편,미국,207,50539730,5879,"26,067,120","3,002",드라마,청소년관람불가,독립/예술영화
엔테베 작전,호세 파딜라,CGV아트하우스,2018-06-07,장편,미국,103,46996200,5874,"20,719,300","2,568",범죄,12세관람가,독립/예술영화
마음이 외치고 싶어해,쿠마자와 나오토,스마일이엔티,2017-12-07,장편,일본,99,43060100,5849,"23,618,300","3,044",드라마,12세관람가,독립/예술영화
몬스터 랜드,아르튀르 드 팽,와이드 릴리즈,2019-05-16,장편,프랑스,197,41733320,5841,"6,596,100",797,애니메이션,전체관람가,독립/예술영화
블러드 타이즈,기욤 까네,영화사 빅,2014-03-27,장편,프랑스,95,41526500,5828,"15,816,500","2,171",범죄,청소년관람불가,독립/예술영화
뷰티풀 프래니,앤드류 렌지,와이드 릴리즈,2016-03-17,장편,미국,144,43842600,5821,"15,002,000","1,994",드라마,15세관람가,독립/예술영화
죽어도 자이언츠,이동윤,롯데컬처웍스롯데엔터테인먼트,2022-10-27,장편,한국,69,58248407,5813,"16,643,100","1,592",다큐멘터리,12세관람가,독립/예술영화
비포 : 하늘을 나는 강아지의 모험,이도 엔젤,영화사 빅,2014-03-13,장편,기타,87,38302100,5781,"6,325,500",911,애니메이션,전체관람가,일반영화
루키스,원금린,더쿱,2020-05-20,장편,중국,277,47805080,5761,"13,587,800","1,598",액션,15세관람가,일반영화
차일드 인 타임,줄리언 파리노,팝엔터테인먼트,2020-01-09,장편,영국,75,48693920,5744,"32,361,100","3,649",드라마,15세관람가,독립/예술영화
나이스 걸 라이크 유,기타,영화사 빅,2020-11-18,장편,미국,149,48068200,5720,"24,807,800","3,035",코미디,청소년관람불가,일반영화
극장판 천재 추리 탐정 셜록홈즈,기타,넥스트엔터테인먼트월드,2022-01-27,장편,기타,134,50762300,5716,"19,563,700","2,076",애니메이션,전체관람가,일반영화
행동하는 양심 김대중,신상민, 마운틴픽쳐스,2019-11-28,장편,한국,86,45039360,5676,"21,231,500","2,382",다큐멘터리,12세관람가,독립/예술영화
헨리스 크라임,말콤 벤빌,팝파트너스,2013-01-31,장편,미국,65,41616000,5663,"16,660,500","2,241",범죄,15세관람가,일반영화
극장판 마법소녀 마도카 마기카(신편): 반역의 이야기,신보 아키유키,애니플러스,2018-03-15,장편,일본,62,44751500,5647,"21,655,500","2,712",애니메이션,12세관람가,독립/예술영화
극장판 금빛 모자이크 땡큐!!,기타,메가박스중앙,2022-03-09,장편,일본,60,28202000,5638,"14,145,500","2,883",애니메이션,전체관람가,일반영화
아버지와 이토씨,타나다 유키,와이드 릴리즈,2017-04-20,장편,일본,94,42095000,5631,"22,368,500","2,898",드라마,12세관람가,독립/예술영화
셀,토드 윌리엄스,드림팩트엔터테인먼트,2016-06-29,장편,미국,77,45255600,5617,"15,309,100","1,869",공포(호러),청소년관람불가,일반영화
거래완료,조경호,스튜디오디에이치엘,2022-10-06,장편,한국,72,51481099,5614,"35,234,899","3,751",드라마,12세관람가,독립/예술영화
미스 프레지던트,김재환,인디플러그,2017-10-26,장편,한국,76,37339500,5605,"16,901,500","2,304",다큐멘터리,12세관람가,독립/예술영화
킬링시즌,마크 스티븐 존슨,팝파트너스,2013-09-05,장편,미국,102,37128000,5598,"12,159,500","1,756",액션,청소년관람불가,일반영화
서유기 : 모험의 시작,곽자건,영화사 민들레,2015-02-05,장편,중국,73,43467000,5585,"19,682,500","2,495",코미디,12세관람가,독립/예술영화
아티스트: 다시 태어나다,김경원,콘텐츠판다,2017-03-09,장편,한국,119,42058800,5579,"26,775,000","3,421",드라마,15세관람가,독립/예술영화
新극장판 이니셜D: 레전드3 -몽현-,히다카 마사미츠,씨제이이엔엠,2016-08-25,장편,일본,55,49132300,5544,"20,370,000","2,266",애니메이션,12세관람가,일반영화
송해 1927,윤재호,스튜디오디에이치엘,2021-11-18,장편,한국,60,39539400,5527,"24,463,400","3,319",다큐멘터리,12세관람가,독립/예술영화
부력,로드 라스젠,영화사 그램,2020-06-25,장편,기타,90,46094660,5523,"30,799,340","3,462",드라마,15세관람가,독립/예술영화
시인 할매,이종은,,2019-02-05,장편,한국,102,41815900,5516,"18,962,500","2,277",다큐멘터리,전체관람가,독립/예술영화
이공삼칠,모홍진,씨네필운,2022-06-08,장편,한국,89,58124820,5516,"17,675,800","1,628",가족,15세관람가,독립/예술영화
극장판 울트라맨 우주 몬스터 대결전,사카모토 코이치,박수엔터테인먼트,2016-04-13,장편,일본,136,40488900,5510,"8,125,600","1,017",액션,전체관람가,일반영화
야관문: 욕망의 꽃,임경수, 마운틴픽쳐스,2013-11-07,장편,한국,90,38906500,5491,"10,322,000","1,470",미스터리,청소년관람불가,독립/예술영화
스퀴시랜드,김태익,인벤트스톤,2014-06-04,장편,한국,55,38111300,5473,"7,716,800","1,017",애니메이션,전체관람가,일반영화
코스믹 씬,기타,제이앤씨미디어그룹,2021-04-22,장편,미국,53,34748810,5463,"5,171,840",753,SF,12세관람가,일반영화
다이노 마이 프렌드,종위,박수엔터테인먼트,2021-08-26,장편,중국,185,45224980,5460,"4,494,000",519,애니메이션,전체관람가,일반영화
온다,나카시마 테츠야,트리플픽쳐스,2020-03-26,장편,일본,163,44904840,5456,"25,688,740","3,080",공포(호러),15세관람가,독립/예술영화
극장판 요술공주 밍키: 꿈 속의 윤무,유야마 쿠니히코,에이원엔터테인먼트,2013-11-14,장편,일본,105,35856500,5438,"7,128,000",995,애니메이션,전체관람가,일반영화
에움길,이승현,영화사 그램,2019-06-20,장편,한국,62,41892000,5438,"33,059,700","4,146",다큐멘터리,전체관람가,독립/예술영화
그들이 진심으로 엮을 때,오기가미 나오코,디스테이션,2017-11-16,장편,일본,55,42120500,5436,"26,376,700","3,258",가족,12세관람가,독립/예술영화
나소흑전기: 첫만남편,기타,디스테이션,2021-04-22,장편,중국,133,51967800,5430,"25,853,300","2,588",애니메이션,전체관람가,독립/예술영화
구세주: 리턴즈,송창용,박수엔터테인먼트,2017-09-14,장편,한국,124,39997000,5401,"10,563,000","1,347",코미디,15세관람가,일반영화
1942: 언노운 배틀,기타,제이앤씨미디어그룹,2020-07-29,장편,기타,121,43025100,5399,"18,896,960","2,354",전쟁,15세관람가,일반영화
브레이브 래빗 : 새로운 영웅의 탄생,증헌림,브릿지웍스 엔터테인먼트,2014-08-28,장편,중국,60,33201100,5382,"9,394,300","1,176",애니메이션,전체관람가,독립/예술영화
어웨이크,이윤호,엔픽플,2022-08-24,장편,한국,72,42708198,5367,"18,795,998","2,192",미스터리,15세관람가,독립/예술영화
해변의 에트랑제,오오하시 아키요,팝엔터테인먼트,2021-02-18,장편,일본,92,49798070,5365,"27,141,380","2,814",애니메이션,15세관람가,독립/예술영화
커피 메이트,이현하,스톰픽쳐스코리아,2017-03-01,장편,한국,99,43287000,5361,"17,973,000","2,159",멜로/로맨스,청소년관람불가,독립/예술영화
빛나는,가와세 나오미,그린나래미디어,2017-11-23,장편,일본,53,40173200,5314,"29,589,500","3,745",멜로/로맨스,12세관람가,독립/예술영화
당신얼굴 앞에서,홍상수,콘텐츠판다,2021-10-21,장편,한국,69,46753950,5306,"33,559,680","3,664",드라마,15세관람가,독립/예술영화
극장판 페어리 테일: 드래곤 크라이,미나미카와 타츠마,씨제이이엔엠,2018-05-31,장편,일본,97,44098400,5295,"12,094,300","1,290",애니메이션,12세관람가,일반영화
더 로프트 : 비밀의 방,에릭 반 루이,조이앤시네마,2015-10-01,장편,미국,114,39660300,5287,"11,535,300","1,524",스릴러,청소년관람불가,일반영화
"그 여름, 가장 차가웠던",주순,싸이더스,2021-06-17,장편,중국,102,46028380,5274,"26,780,650","3,046",드라마,15세관람가,독립/예술영화
극장판 시로바코,미즈시마 츠토무,애니플러스,2020-08-20,장편,일본,64,45865490,5267,"21,357,510","2,398",애니메이션,12세관람가,일반영화
스페이스 독 3: 트로피컬 어드벤처,이나 예블라니코바,박수엔터테인먼트,2021-10-14,장편,기타,172,42907970,5261,"5,008,500",552,애니메이션,전체관람가,일반영화
서산개척단,이조훈,인디플러그,2018-05-24,장편,한국,52,43554100,5260,"24,398,400","2,724",다큐멘터리,12세관람가,독립/예술영화
드래곤 포스 극장판,토미 왕,와이드 릴리즈,2016-11-17,장편,미국,144,40387700,5256,"9,637,400","1,185",애니메이션,전체관람가,독립/예술영화
열두 번째 용의자,고명성,인디스토리,2019-10-10,장편,한국,111,40128280,5249,"16,594,680","2,085",미스터리,12세관람가,독립/예술영화
애니멀 체인지,정량,와이드 릴리즈,2022-02-09,장편,중국,155,38658440,5239,"4,611,600",536,애니메이션,전체관람가,일반영화
피넛 버터 팔콘,마이클 슈왈츠,팝엔터테인먼트,2021-04-07,장편,미국,141,47748400,5234,"23,143,140","2,425",드라마,12세관람가,독립/예술영화
공포분자,에드워드 양,에이썸엔터테인먼트,2020-09-17,장편,기타,52,41166630,5218,"27,200,450","3,330",드라마,15세관람가,독립/예술영화
에이브의 쿠킹 다이어리,기타,영화사 진진,2020-06-24,장편,기타,56,39993060,5213,"33,569,100","4,365",드라마,전체관람가,독립/예술영화
메이드 인 루프탑,김조광수,엣나인필름,2021-06-23,장편,한국,77,49095350,5206,"36,273,680","3,728",드라마,15세관람가,독립/예술영화
젊은이의 양지,신수원,리틀빅픽쳐스,2020-10-28,장편,한국,108,44082770,5199,"28,739,100","3,315",드라마,15세관람가,독립/예술영화
고릴라와 슈퍼레이스,라스무스 A. 실버르센,와이드 릴리즈,2019-04-03,장편,기타,183,38630040,5174,"5,899,880",723,애니메이션,전체관람가,일반영화
돌아와요 부산항애(愛),박희준,나이너스엔터테인먼트,2018-01-17,장편,한국,88,38622300,5163,"11,805,700","1,651",범죄,15세관람가,일반영화
커튼콜,류훈,모멘텀엔터테인먼트,2016-12-08,장편,한국,80,38228100,5163,"26,856,600","3,571",코미디,15세관람가,독립/예술영화
비독: 파리의 황제,장-프랑소와 리셰,영화특별시에스엠씨,2020-09-17,장편,프랑스,182,44661660,5120,"22,054,610","2,395",액션,15세관람가,독립/예술영화
장강7호 : 내친구 마법요정,원건도,마인스 엔터테인먼트,2013-08-22,장편,기타,64,30521500,5104,"4,697,500",735,애니메이션,전체관람가,일반영화
울트라맨 사가,오카 히데키,마인스 엔터테인먼트,2015-02-26,장편,일본,108,37277400,5103,"8,267,500","1,073",액션,전체관람가,일반영화
매미소리,이충렬,드림팩트엔터테인먼트,2022-02-24,장편,한국,70,48274770,5100,"29,736,300","2,623",드라마,15세관람가,독립/예술영화
암살교실,하스미 에이이치로,에이원엔터테인먼트,2015-08-27,장편,일본,55,40197700,5097,"17,353,700","2,130",액션,12세관람가,일반영화
미스터 빌리:하일랜드의 수호자,샤샤 하트만,예지림엔터테인먼트,2013-05-30,장편,영국,61,31869500,5085,"10,570,500","1,581",애니메이션,전체관람가,일반영화
라이즈 오브 더 레전드: 황비홍,주현량,버킷스튜디오,2015-09-10,장편,기타,51,40009000,5077,"13,652,000","1,593",액션,15세관람가,독립/예술영화
운동회,김진태,리틀빅픽쳐스,2018-03-22,장편,한국,81,33945900,5075,"11,025,800","1,507",가족,12세관람가,독립/예술영화
프렌즈 : 하얀 거짓말,기욤 까네,마인스 엔터테인먼트,2014-09-25,장편,프랑스,52,35658700,5073,"19,826,200","2,798",드라마,15세관람가,독립/예술영화
후쿠오카,장률,률필름,2020-08-27,장편,한국,101,41546520,5064,"23,954,070","2,732",드라마,15세관람가,독립/예술영화
빌로우 허,에이프릴 뮬렌,디스테이션,2017-09-21,장편,기타,65,41539900,5056,"24,369,000","2,896",드라마,청소년관람불가,독립/예술영화
미친 능력,톰 고미칸,제이앤씨미디어그룹,2022-06-29,장편,미국,110,48352710,5052,"28,693,570","2,930",범죄,15세관람가,일반영화
라라와 크리스마스 요정,기타,트리플픽쳐스,2021-12-15,장편,기타,141,41817640,5045,"4,983,310",548,애니메이션,전체관람가,독립/예술영화
사랑이 뭘까,이마이즈미 리키야,엣나인필름,2020-04-09,장편,일본,132,45020480,5045,"31,899,820","3,495",멜로/로맨스,15세관람가,독립/예술영화
시간의 끝에서 널 기다려,요정정,디스테이션,2021-02-17,장편,기타,111,39241400,5026,"20,162,900","2,707",드라마,12세관람가,독립/예술영화
더 체이스,프레드 카바예,씨너스엔터테인먼트,2014-04-10,장편,프랑스,69,32856800,5015,"13,905,700","2,325",액션,15세관람가,일반영화
사일런싱,기타,홈초이스,2021-01-28,장편,미국,89,36651920,5011,"15,761,490","2,229",공포(호러),15세관람가,일반영화
미안하다 독도야,최현묵,메가픽쳐스제이씨,2008-12-31,장편,한국,61,30177543,4989,"16,987,000","2,778",다큐멘터리,전체관람가,일반영화
시빌,쥐스틴 트리에,영화특별시에스엠씨,2019-11-21,장편,프랑스,54,39123280,4960,"25,600,280","3,101",드라마,청소년관람불가,독립/예술영화
에브리타임 아이 다이,로비 마이클,다자인소프트,2020-10-21,장편,미국,140,40982970,4960,"21,546,770","2,484",미스터리,15세관람가,독립/예술영화
설행_눈길을 걷다,김희정,인디플러그,2016-03-03,장편,한국,72,36345200,4959,"17,339,000","2,213",드라마,15세관람가,독립/예술영화
