,순번,영화명,네이버URL,이미지URL,제작연도,감독,출연,평점,연도
1021,2635,마마,https://movie.naver.com/movie/bi/mi/basic.nhn?code=98996,https://ssl.pstatic.net/imgmovie/mdi/mit110/0989/98996_P11_104235.jpg,2013,['안드레스 무시에티'],"['제시카 차스테인', '니콜라이 코스터-왈도', '메건 카펜티어', '이자벨 넬리스', '다니엘 캐쉬']",7.71,2013
1025,2635,마마,https://movie.naver.com/movie/bi/mi/basic.nhn?code=98996,https://ssl.pstatic.net/imgmovie/mdi/mit110/0989/98996_P11_104235.jpg,2013,['안드레스 무시에티'],"['제시카 차스테인', '니콜라이 코스터-왈도', '메건 카펜티어', '이자벨 넬리스', '다니엘 캐쉬']",7.71,2013
1027,2639,둠스데이:지구 최후의 날,https://movie.naver.com/movie/bi/mi/basic.nhn?code=65195,https://ssl.pstatic.net/imgmovie/mdi/mit110/0651/F5195-00.jpg,2008,['닐 마샬'],"['로나 미트라', '밥 호스킨스', '에드리안 레스터', '알렉산더 시디그', '데이비드 오하라', '말콤 맥도웰']",5.95,2008
1029,2640,써니 감독판,https://movie.naver.com/movie/bi/mi/basic.nhn?code=76016,https://ssl.pstatic.net/imgmovie/mdi/mit110/0760/76016_P11_175820.jpg,2011,['강형철'],"['유호정', '심은경', '강소라', '고수희', '김민영', '홍진희', '박진주', '이연경', '남보라', '김보미', '민효린']",9.12,2011
1033,2647,완벽한 파트너,https://movie.naver.com/movie/bi/mi/basic.nhn?code=86311,https://ssl.pstatic.net/imgmovie/mdi/mit110/0863/86311_P21_134757.jpg,2011,['박헌수'],"['김영호', '김혜선', '김산호', '윤채이']",6.90,2011
1034,2648,더 보이,https://movie.naver.com/movie/bi/mi/basic.nhn?code=181701,https://ssl.pstatic.net/imgmovie/mdi/mit110/1817/181701_P09_111143.jpg,2019,['데이비드 야로베스키'],"['엘리자베스 뱅크스', '잭슨 A.<b>던</b>', '데이비드 덴맨']",4.85,2019
1039,2654,더 콜,https://movie.naver.com/movie/bi/mi/basic.nhn?code=91700,https://ssl.pstatic.net/imgmovie/mdi/mit110/0917/91700_P01_112845.jpg,2013,['브래드 앤더슨'],"['아비게일 브레스린', '할리 베리', '모리스 체스트넛']",8.32,2013
1043,2665,렛 미 인,https://movie.naver.com/movie/bi/mi/basic.nhn?code=49957,https://ssl.pstatic.net/imgmovie/mdi/mit110/0499/49957_P36_121355.jpg,2008,['토마스 알프레드슨'],"['카레 헤레브란트', '리나 레안데르손', '카린 베그퀴스트']",8.51,2008
1047,2665,렛 미 인,https://movie.naver.com/movie/bi/mi/basic.nhn?code=49957,https://ssl.pstatic.net/imgmovie/mdi/mit110/0499/49957_P36_121355.jpg,2008,['토마스 알프레드슨'],"['카레 헤레브란트', '리나 레안데르손', '카린 베그퀴스트']",8.51,2008
1048,2668,내일의 기억,https://movie.naver.com/movie/bi/mi/basic.nhn?code=185293,https://ssl.pstatic.net/imgmovie/mdi/mit110/1852/185293_P23_144923.jpg,2021,['서유민'],"['서예지', '김강우']",7.60,2021
1052,2668,내일의 기억,https://movie.naver.com/movie/bi/mi/basic.nhn?code=185293,https://ssl.pstatic.net/imgmovie/mdi/mit110/1852/185293_P23_144923.jpg,2021,['서유민'],"['서예지', '김강우']",7.60,2021
1067,2698,거미숲,https://movie.naver.com/movie/bi/mi/basic.nhn?code=37491,https://ssl.pstatic.net/imgmovie/mdi/mit110/0374/C7491-00.jpg,2004,['송일곤'],"['감우성', '서정', '강경헌', '장현성']",7.95,2004
1071,2699,스위치,https://movie.naver.com/movie/bi/mi/basic.nhn?code=69992,https://ssl.pstatic.net/imgmovie/mdi/mit110/0699/69992_P05_174824.jpg,2010,"['조쉬 고든', '윌 스펙']","['제니퍼 애니스톤', '제이슨 베이트먼']",6.87,2010
1075,2699,스위치,https://movie.naver.com/movie/bi/mi/basic.nhn?code=69992,https://ssl.pstatic.net/imgmovie/mdi/mit110/0699/69992_P05_174824.jpg,2010,"['조쉬 고든', '윌 스펙']","['제니퍼 애니스톤', '제이슨 베이트먼']",6.87,2010
1085,2717,젠틀맨,https://movie.naver.com/movie/bi/mi/basic.nhn?code=190720,https://ssl.pstatic.net/imgmovie/mdi/mit110/1907/190720_P23_134847.jpg,2020,['가이 리치'],"['매튜 맥커너히', '휴 그랜트', '콜린 파렐', '찰리 허냄', '헨리 골딩', '미셀 도커리']",8.46,2020
1089,2717,젠틀맨,https://movie.naver.com/movie/bi/mi/basic.nhn?code=190720,https://ssl.pstatic.net/imgmovie/mdi/mit110/1907/190720_P23_134847.jpg,2020,['가이 리치'],"['매튜 맥커너히', '휴 그랜트', '콜린 파렐', '찰리 허냄', '헨리 골딩', '미셀 도커리']",8.46,2020
1093,2729,두 번째 사랑,https://movie.naver.com/movie/bi/mi/basic.nhn?code=40516,https://ssl.pstatic.net/imgmovie/mdi/mit110/0405/D0516-01.jpg,2007,['김진아'],"['베라 파미가', '하정우', '데이비드 맥기니스']",8.03,2007
1109,2785,뎀,https://movie.naver.com/movie/bi/mi/basic.nhn?code=45712,https://ssl.pstatic.net/imgmovie/mdi/mit110/0457/D5712-01.jpg,2006,"['데이빗 모로', '자비에 팔뤼']","['올리비아 보나미', '미카엘 코헨']",5.23,2006
1111,2791,외톨이,https://movie.naver.com/movie/bi/mi/basic.nhn?code=44475,https://ssl.pstatic.net/imgmovie/mdi/mit110/0444/D4475-01.jpg,2008,['박재식'],"['정유석', '고은아', '채민서']",5.03,2008
1115,2801,카운트다운,https://movie.naver.com/movie/bi/mi/basic.nhn?code=190377,https://ssl.pstatic.net/imgmovie/mdi/mit110/1903/190377_P05_161403.jpg,2019,['저스틴 덱'],"['엘리자베스 라일', '피터 파시넬리', '탈리타 베이트먼', '조던 캘러웨이']",6.77,2019
1119,2801,카운트다운,https://movie.naver.com/movie/bi/mi/basic.nhn?code=190377,https://ssl.pstatic.net/imgmovie/mdi/mit110/1903/190377_P05_161403.jpg,2019,['저스틴 덱'],"['엘리자베스 라일', '피터 파시넬리', '탈리타 베이트먼', '조던 캘러웨이']",6.77,2019
1125,2812,로망,https://movie.naver.com/movie/bi/mi/basic.nhn?code=182348,https://ssl.pstatic.net/imgmovie/mdi/mit110/1823/182348_P02_174720.jpg,2019,['이창근'],"['이순재', '정영숙', '조한철', '배해선', '이예원']",9.34,2019
1127,2826,더 서클,https://movie.naver.com/movie/bi/mi/basic.nhn?code=143099,https://ssl.pstatic.net/imgmovie/mdi/mit110/1430/143099_P13_110545.jpg,2017,['제임스 폰솔트'],"['엠마 왓슨', '톰 행크스']",6.91,2017
1137,2879,클레멘타인,https://movie.naver.com/movie/bi/mi/basic.nhn?code=37886,https://ssl.pstatic.net/imgmovie/mdi/mit110/0378/C7886-00.jpg,2004,['김두영'],"['이동준', '김혜리', '스티븐 시걸', '은서우']",9.38,2004
1138,2883,더 바디,https://movie.naver.com/movie/bi/mi/basic.nhn?code=133715,https://ssl.pstatic.net/imgmovie/mdi/mit110/1337/133715_P01_113322.jpg,2014,['케니 지'],,0.00,2014
1141,2884,라스트 스탠드,https://movie.naver.com/movie/bi/mi/basic.nhn?code=78780,https://ssl.pstatic.net/imgmovie/mdi/mit110/0787/78780_P30_143839.jpg,2013,['김지운'],"['아놀드 슈왈제네거', '포레스트 휘태커', '조니 녹스빌', '로드리고 산토로', '제이미 알렉산더']",7.81,2013
1143,2892,골든 슬럼버,https://movie.naver.com/movie/bi/mi/basic.nhn?code=69945,https://ssl.pstatic.net/imgmovie/mdi/mit110/0699/69945_P05_102203.jpg,2010,['나카무라 요시히로'],"['사카이 마사토', '다케우치 유코']",7.37,2010
1149,2904,블리츠,https://movie.naver.com/movie/bi/mi/basic.nhn?code=71771,https://ssl.pstatic.net/imgmovie/mdi/mit110/0717/71771_P02_104855.jpg,2011,['엘리어트 레스터'],"['제이슨 스타뎀', '패디 콘시딘', '에이단 길렌']",6.94,2011
1157,2907,돌이킬 수 없는,https://movie.naver.com/movie/bi/mi/basic.nhn?code=75390,https://ssl.pstatic.net/imgmovie/mdi/mit110/0753/75390_P07_180016.jpg,2010,['박수영'],"['이정진', '김태우', '정인기', '김창숙', '임성언']",7.45,2010
1161,2907,돌이킬 수 없는,https://movie.naver.com/movie/bi/mi/basic.nhn?code=75390,https://ssl.pstatic.net/imgmovie/mdi/mit110/0753/75390_P07_180016.jpg,2010,['박수영'],"['이정진', '김태우', '정인기', '김창숙', '임성언']",7.45,2010
1173,2971,바운티 헌터,https://movie.naver.com/movie/bi/mi/basic.nhn?code=70229,https://ssl.pstatic.net/imgmovie/mdi/mit110/0702/70229_P21_154329.jpg,2010,['앤디 테넌트'],"['제니퍼 애니스톤', '제라드 버틀러']",6.58,2010
1175,2997,파더 앤 도터,https://movie.naver.com/movie/bi/mi/basic.nhn?code=123275,https://ssl.pstatic.net/imgmovie/mdi/mit110/1232/123275_P13_142400.jpg,2015,['가브리엘 무치노'],"['아만다 사이프리드', '아론 폴', '러셀 크로우']",8.23,2015
1177,2999,애프터,https://movie.naver.com/movie/bi/mi/basic.nhn?code=181694,https://ssl.pstatic.net/imgmovie/mdi/mit110/1816/181694_P12_100024.jpg,2019,['제니 게이지'],"['조세핀 랭포드', '히어로 파인즈 티핀']",7.26,2019
1185,3015,듀 데이트,https://movie.naver.com/movie/bi/mi/basic.nhn?code=72242,https://ssl.pstatic.net/imgmovie/mdi/mit110/0722/72242_P03_165415.jpg,2010,['토드 필립스'],"['로버트 다우니 주니어', '자흐 갈리피아나키스', '미셸 모나한', '제이미 폭스', '줄리엣 루이스', '대니 맥브라이드']",7.19,2010
1187,3017,마미,https://movie.naver.com/movie/bi/mi/basic.nhn?code=124225,https://ssl.pstatic.net/imgmovie/mdi/mit110/1242/124225_P23_103754.jpg,2014,['자비에 돌란'],"['앤 도벌', '안토니 올리버 피론', '수잔 클레망']",8.71,2014
1190,3024,더 룸,https://movie.naver.com/movie/bi/mi/basic.nhn?code=183994,https://ssl.pstatic.net/imgmovie/mdi/mit110/1839/183994_P19_111920.jpg,2019,['크리스티안 볼크만'],"['올가 쿠릴렌코', '케빈 얀센스']",7.62,2019
1193,3033,우리집,https://movie.naver.com/movie/bi/mi/basic.nhn?code=185450,https://ssl.pstatic.net/imgmovie/mdi/mit110/1854/185450_P17_140740.jpg,2019,['윤가은'],"['김나연', '김시아', '주예림']",8.70,2019
1194,3036,더 보이,https://movie.naver.com/movie/bi/mi/basic.nhn?code=181701,https://ssl.pstatic.net/imgmovie/mdi/mit110/1817/181701_P09_111143.jpg,2019,['데이비드 야로베스키'],"['엘리자베스 뱅크스', '잭슨 A.<b>던</b>', '데이비드 덴맨']",4.85,2019
1197,3036,더 보이,https://movie.naver.com/movie/bi/mi/basic.nhn?code=137341,https://ssl.pstatic.net/imgmovie/mdi/mit110/1373/137341_P25_145520.jpg,2016,['윌리엄 브렌트 벨'],"['로렌 코핸', '루퍼트 에반스']",7.44,2016
1198,3036,더 보이,https://movie.naver.com/movie/bi/mi/basic.nhn?code=181701,https://ssl.pstatic.net/imgmovie/mdi/mit110/1817/181701_P09_111143.jpg,2019,['데이비드 야로베스키'],"['엘리자베스 뱅크스', '잭슨 A.<b>던</b>', '데이비드 덴맨']",4.85,2019
1201,3036,더 보이,https://movie.naver.com/movie/bi/mi/basic.nhn?code=137341,https://ssl.pstatic.net/imgmovie/mdi/mit110/1373/137341_P25_145520.jpg,2016,['윌리엄 브렌트 벨'],"['로렌 코핸', '루퍼트 에반스']",7.44,2016
1203,3044,그물,https://movie.naver.com/movie/bi/mi/basic.nhn?code=149174,https://ssl.pstatic.net/imgmovie/mdi/mit110/1491/149174_P02_181506.jpg,2016,['김기덕'],"['류승범', '이원근', '김영민', '최귀화', '손민석', '박지일']",7.50,2016
1206,3062,살인소설,https://movie.naver.com/movie/bi/mi/basic.nhn?code=92415,https://ssl.pstatic.net/imgmovie/mdi/mit110/0924/92415_P19_160649.jpg,2012,['스콧 데릭슨'],['에단 호크'],7.14,2012
1211,3064,사일런스,https://movie.naver.com/movie/bi/mi/basic.nhn?code=179973,https://ssl.pstatic.net/imgmovie/mdi/mit110/1799/179973_P08_102347.jpg,2019,['존 R. 레오네티'],"['키에넌 시프카', '스탠리 투치']",5.39,2019
1215,3064,사일런스,https://movie.naver.com/movie/bi/mi/basic.nhn?code=179973,https://ssl.pstatic.net/imgmovie/mdi/mit110/1799/179973_P08_102347.jpg,2019,['존 R. 레오네티'],"['키에넌 시프카', '스탠리 투치']",5.39,2019
1227,3095,프랭크,https://movie.naver.com/movie/bi/mi/basic.nhn?code=102958,https://ssl.pstatic.net/imgmovie/mdi/mit110/1029/102958_P29_112422.jpg,2014,['레니 에이브러햄슨'],"['마이클 패스벤더', '매기 질렌할', '도널 글리슨']",7.96,2014
1231,3099,더 비지트,https://movie.naver.com/movie/bi/mi/basic.nhn?code=129086,https://ssl.pstatic.net/imgmovie/mdi/mit110/1290/129086_P03_103407.jpg,2015,['M. 나이트 샤말란'],"['에드 옥슨볼드', '올리비아 더용']",7.18,2015
1233,3101,너의 췌장을 먹고 싶어,https://movie.naver.com/movie/bi/mi/basic.nhn?code=175318,https://ssl.pstatic.net/imgmovie/mdi/mit110/1753/175318_P15_105507.jpg,2018,['우시지마 신이치로'],"['타카스기 마히로', '린']",8.38,2018
1237,3120,킬 미,https://movie.naver.com/movie/bi/mi/basic.nhn?code=67582,https://ssl.pstatic.net/imgmovie/mdi/mit110/0675/67582_P04_142223.jpg,2009,['양종현'],"['신현준', '강혜정']",6.38,2009
1241,3147,화이트 노이즈,https://movie.naver.com/movie/bi/mi/basic.nhn?code=39817,https://ssl.pstatic.net/imgmovie/mdi/mit110/0398/C9817-00.jpg,2005,['제프리 삭스'],"['마이클 키튼', '찬드라 웨스트', '데보라 웅거']",5.00,2005
1243,3149,레드라이트,https://movie.naver.com/movie/bi/mi/basic.nhn?code=88446,https://ssl.pstatic.net/imgmovie/mdi/mit110/0884/88446_P06_113401.jpg,2012,['로드리고 코르테스'],"['로버트 드 니로', '킬리언 머피', '시고니 위버']",7.23,2012
1250,3168,더 킥,https://movie.naver.com/movie/bi/mi/basic.nhn?code=77753,https://ssl.pstatic.net/imgmovie/mdi/mit110/0777/77753_P17_112305.jpg,2011,['프라차야 핀카엡'],"['조재현', '예지원', '나태주', '태미', '지자 야닌', '이관훈', '페치타이 웡캄라오']",6.96,2011
1253,3171,데자뷰,https://movie.naver.com/movie/bi/mi/basic.nhn?code=167100,https://ssl.pstatic.net/imgmovie/mdi/mit110/1671/167100_P27_113622.jpg,2018,['고경민'],"['이천희', '남규리', '이규한']",4.39,2018
1263,3180,잘못된 만남,https://movie.naver.com/movie/bi/mi/basic.nhn?code=69266,https://ssl.pstatic.net/imgmovie/mdi/mit110/0692/F9266-00.jpg,2008,['정영배'],"['정웅인', '성지루']",5.95,2008
1265,3183,망치,https://movie.naver.com/movie/bi/mi/basic.nhn?code=38513,https://ssl.pstatic.net/imgmovie/mdi/mit110/0385/C8513-00.jpg,2004,['안태근'],['김서영'],6.16,2004
1273,3197,이스케이프,https://movie.naver.com/movie/bi/mi/basic.nhn?code=95327,https://ssl.pstatic.net/imgmovie/mdi/mit110/0953/95327_P11_135710.jpg,2015,['존 에릭 도들'],"['오웬 윌슨', '피어스 브로스넌', '레이크 벨']",7.56,2015
1275,3206,마더!,https://movie.naver.com/movie/bi/mi/basic.nhn?code=152650,https://ssl.pstatic.net/imgmovie/mdi/mit110/1526/152650_P02_113850.jpg,2017,['대런 아로노프스키'],"['제니퍼 로렌스', '하비에르 바르뎀']",5.88,2017
1277,3221,퍼펙트 센스,https://movie.naver.com/movie/bi/mi/basic.nhn?code=84375,https://ssl.pstatic.net/imgmovie/mdi/mit110/0843/84375_P40_101508.jpg,2011,['데이빗 맥킨지'],"['에바 그린', '이완 맥그리거', '코니 닐슨']",7.94,2011
1293,3245,저스티스,https://movie.naver.com/movie/bi/mi/basic.nhn?code=70993,https://ssl.pstatic.net/imgmovie/mdi/mit110/0709/70993_P08_134547.jpg,2012,['로저 도널드슨'],"['니콜라스 케이지', '가이 피어스', '재뉴어리 존스']",7.10,2012
1295,3249,플로이,https://movie.naver.com/movie/bi/mi/basic.nhn?code=177379,https://ssl.pstatic.net/imgmovie/mdi/mit110/1773/177379_P16_143314.jpg,2018,['아르니 올라푸르 아스게이르손'],['하하'],8.24,2018
1299,3263,울브스,https://movie.naver.com/movie/bi/mi/basic.nhn?code=109438,https://ssl.pstatic.net/imgmovie/mdi/mit110/1094/109438_P10_114213.jpg,2014,['데이비드 헤이터'],"['제이슨 모모아', '루카스 틸', '메릿 패터슨']",5.69,2014
1311,3280,무지개 여신,https://movie.naver.com/movie/bi/mi/basic.nhn?code=63485,https://ssl.pstatic.net/imgmovie/mdi/mit110/0634/F3485-01.jpg,2006,['쿠마자와 나오토'],"['이치하라 하야토', '우에노 주리']",8.26,2006
1313,3284,호스트,https://movie.naver.com/movie/bi/mi/basic.nhn?code=89729,https://ssl.pstatic.net/imgmovie/mdi/mit110/0897/89729_P39_104758.jpg,2013,['앤드류 니콜'],"['시얼샤 로넌', '맥스 아이언스', '제이크 아벨']",7.39,2013
1314,3287,아네트,https://movie.naver.com/movie/bi/mi/basic.nhn?code=206657,https://ssl.pstatic.net/imgmovie/mdi/mit110/2066/206657_P15_174851.jpg,2021,['레오 카락스'],"['아담 드라이버', '마리옹 꼬띠아르']",7.25,2021
1321,3299,환생,https://movie.naver.com/movie/bi/mi/basic.nhn?code=37200,https://ssl.pstatic.net/imgmovie/mdi/mit110/0372/C7200-00.jpg,2003,['시오타 아키히코'],"['쿠사나기 츠요시', '다케우치 유코']",8.13,2003
1325,3299,환생,https://movie.naver.com/movie/bi/mi/basic.nhn?code=37200,https://ssl.pstatic.net/imgmovie/mdi/mit110/0372/C7200-00.jpg,2003,['시오타 아키히코'],"['쿠사나기 츠요시', '다케우치 유코']",8.13,2003
1327,3308,스니치,https://movie.naver.com/movie/bi/mi/basic.nhn?code=101062,https://ssl.pstatic.net/imgmovie/mdi/mit110/1010/101062_P36_102303.jpg,2013,['릭 로먼 워'],"['드웨인 존슨', '수잔 서랜든', '나딘 벨라즈퀘즈', '존 번탈']",8.41,2013
1335,3346,세이프 헤이븐,https://movie.naver.com/movie/bi/mi/basic.nhn?code=99799,https://ssl.pstatic.net/imgmovie/mdi/mit110/0997/99799_P55_173056.jpg,2013,['라세 할스트롬'],"['조쉬 더하멜', '줄리안 허프', '코비 스멀더스']",8.56,2013
1337,3347,스테이,https://movie.naver.com/movie/bi/mi/basic.nhn?code=43608,https://ssl.pstatic.net/imgmovie/mdi/mit110/0436/D3608-00.jpg,2005,['마크 포스터'],"['이완 맥그리거', '나오미 왓츠', '라이언 고슬링', '엘리자베스 리저']",6.92,2005
1340,3351,리스타트,https://movie.naver.com/movie/bi/mi/basic.nhn?code=204275,https://ssl.pstatic.net/imgmovie/mdi/mit110/2042/204275_P01_205252.jpg,2021,['시나가와 히로시'],,0.00,2021
1344,3359,비상,https://movie.naver.com/movie/bi/mi/basic.nhn?code=64128,https://ssl.pstatic.net/imgmovie/mdi/mit110/0641/F4128-01.jpg,2006,['임유철'],['오만석'],9.18,2006
1347,3370,끝과 시작,https://movie.naver.com/movie/bi/mi/basic.nhn?code=71150,https://ssl.pstatic.net/imgmovie/mdi/mit110/0711/71150_P00_114240.jpg,2013,['민규동'],"['엄정화', '황정민', '김효진']",5.61,2013
1349,3376,트릭,https://movie.naver.com/movie/bi/mi/basic.nhn?code=145414,https://ssl.pstatic.net/imgmovie/mdi/mit110/1454/145414_P26_143255.jpg,2016,['이창열'],"['이정진', '강예원', '김태훈']",5.67,2016
1351,3386,타이밍,https://movie.naver.com/movie/bi/mi/basic.nhn?code=130341,https://ssl.pstatic.net/imgmovie/mdi/mit110/1303/130341_P28_144341.jpg,2015,"['민경조', '박대열']",['박지윤'],6.75,2015
1357,3395,툴리,https://movie.naver.com/movie/bi/mi/basic.nhn?code=154653,https://ssl.pstatic.net/imgmovie/mdi/mit110/1546/154653_P12_102646.jpg,2018,['제이슨 라이트맨'],"['샤를리즈 테론', '맥켄지 데이비스']",9.01,2018
1359,3398,사이드 이펙트,https://movie.naver.com/movie/bi/mi/basic.nhn?code=91074,https://ssl.pstatic.net/imgmovie/mdi/mit110/0910/91074_P19_120152.jpg,2013,['스티븐 소더버그'],"['채닝 테이텀', '주드 로', '캐서린 제타 존스', '루니 마라']",7.60,2013
1360,3414,다크 하우스,https://movie.naver.com/movie/bi/mi/basic.nhn?code=176398,https://ssl.pstatic.net/imgmovie/mdi/mit110/1763/176398_P01_153353.jpg,2017,['셰필드 레이하르트'],"['저스틴 스펜서', '브리트니 크라거우드']",9.00,2017
1362,3433,스파키,https://movie.naver.com/movie/bi/mi/basic.nhn?code=221797,,2018,['량 디안'],,0.00,2018
1367,3448,최후의 만찬,https://movie.naver.com/movie/bi/mi/basic.nhn?code=36994,https://ssl.pstatic.net/imgmovie/mdi/mit110/0369/C6994-00.jpg,2003,['손영호'],"['김보성', '이종원', '조윤희']",7.43,2003
1371,3459,뫼비우스,https://movie.naver.com/movie/bi/mi/basic.nhn?code=103781,https://ssl.pstatic.net/imgmovie/mdi/mit110/1037/103781_P06_110359.jpg,2013,['김기덕'],"['조재현', '서영주', '이나라']",4.46,2013
1377,3478,더 플랜,https://movie.naver.com/movie/bi/mi/basic.nhn?code=162471,https://ssl.pstatic.net/imgmovie/mdi/mit110/1624/162471_P07_101827.jpg,2017,['최진성'],"['김어준', '김재광', '헨리 E. 브래디', '필립 B. 스타크', '데이비드 D. 딜', '베브 해리스 ', '클린트 커티스', '존 C. 보니파즈', '더글라스 W. 존스', '브래드 프리드먼', '현화신', '전희경', '콘스탄츠 커츠', '롭 홍크레이프', '울리히 비스너', '카리나 스콘', '이정렬', '송영길', '박한용', '권석철', '한홍구', '조해수', '조유빈', '송병우', '윤환철', '김난경', '최영남', '봉투 Y', '봉투 K', '봉투 T', '김상호', '곽경숙', '강선미', '한길순', '권성선']",8.62,2017
1393,3520,써클,https://movie.naver.com/movie/bi/mi/basic.nhn?code=36802,https://ssl.pstatic.net/imgmovie/mdi/mit110/0368/C6802-00.jpg,2003,['박승배'],"['강수연', '정웅인']",5.17,2003
1399,3534,꼭두각시,https://movie.naver.com/movie/bi/mi/basic.nhn?code=107464,https://ssl.pstatic.net/imgmovie/mdi/mit110/1074/107464_P14_164755.jpg,2013,['권영락'],"['이종수', '구지성', '원기준', '한소영']",5.51,2013
1402,3543,학교 가는 길,https://movie.naver.com/movie/bi/mi/basic.nhn?code=224859,https://ssl.pstatic.net/imgmovie/mdi/mit110/2248/224859_P01_201429.jpg,2021,['김우석'],"['김시하', '김용주']",0.00,2021
1405,3546,이노센스,https://movie.naver.com/movie/bi/mi/basic.nhn?code=38376,https://ssl.pstatic.net/imgmovie/mdi/mit110/0383/C8376-00.jpg,2004,['오시이 마모루'],"['오오츠카 아키오', '타나카 아츠코', '야마데라 코이치', '다케나카 나오토', '오키 타미오']",7.86,2004
1420,3592,그레이 맨,https://movie.naver.com/movie/bi/mi/basic.nhn?code=216495,https://ssl.pstatic.net/imgmovie/mdi/mit110/2164/216495_P10_111154.jpg,2022,"['앤서니 루소', '조 루소']","['라이언 고슬링', '크리스 에반스', '아나 데 아르마스', '레게장 페이지']",8.39,2022
1423,3611,잉여들의 히치하이킹,https://movie.naver.com/movie/bi/mi/basic.nhn?code=115298,https://ssl.pstatic.net/imgmovie/mdi/mit110/1152/115298_P15_141558.jpg,2013,['이호재'],"['이호재', '이현학', '하승엽', '김휘']",9.26,2013
1427,3613,비상,https://movie.naver.com/movie/bi/mi/basic.nhn?code=52466,https://ssl.pstatic.net/imgmovie/mdi/mit110/0524/52466_P37_175005.jpg,2009,['박정훈'],"['김범', '배수빈', '송하윤', '이채영']",4.19,2009
1431,3613,비상,https://movie.naver.com/movie/bi/mi/basic.nhn?code=52466,https://ssl.pstatic.net/imgmovie/mdi/mit110/0524/52466_P37_175005.jpg,2009,['박정훈'],"['김범', '배수빈', '송하윤', '이채영']",4.19,2009
1432,3623,그집,https://movie.naver.com/movie/bi/mi/basic.nhn?code=193837,https://ssl.pstatic.net/imgmovie/mdi/mit110/1938/193837_P11_101655.jpg,2020,['알베르트 핀토'],"['베고냐 바르가스', '이반 마르코스', '베아 세구라', '세르지오 카스텔라노스', '호세 루이스 데 마다리아가', '이반 레네도']",4.74,2020
1435,3633,그린 나이트,https://movie.naver.com/movie/bi/mi/basic.nhn?code=204768,https://ssl.pstatic.net/imgmovie/mdi/mit110/2047/204768_P30_103535.jpg,2021,['데이빗 로워리'],"['데브 파텔', '알리시아 비칸데르', '조엘 에저튼', '사리타 초우드리', '숀 해리스', '케이트 딕키', '랄프 이네슨', '배리 케오간']",7.26,2021
1441,3662,올드 스쿨,https://movie.naver.com/movie/bi/mi/basic.nhn?code=36762,https://ssl.pstatic.net/imgmovie/mdi/mit110/0367/C6762-00.jpg,2003,['토드 필립스'],"['루크 윌슨', '윌 페렐', '빈스 본']",7.31,2003
1447,3676,라자루스,https://movie.naver.com/movie/bi/mi/basic.nhn?code=125411,https://ssl.pstatic.net/imgmovie/mdi/mit110/1254/125411_P21_102539.jpg,2015,['데이빗 겔브'],"['올리비아 와일드', '에반 피터스', '마크 듀플라스', '사라 볼거', '도날드 글로버']",5.67,2015
1451,3687,귀향,https://movie.naver.com/movie/bi/mi/basic.nhn?code=49302,https://ssl.pstatic.net/imgmovie/mdi/mit110/0493/49302_P28_171918.jpg,2006,['페드로 알모도바르'],"['페넬로페 크루즈', '카르멘 마우라']",8.66,2006
1455,3687,귀향,https://movie.naver.com/movie/bi/mi/basic.nhn?code=49302,https://ssl.pstatic.net/imgmovie/mdi/mit110/0493/49302_P28_171918.jpg,2006,['페드로 알모도바르'],"['페넬로페 크루즈', '카르멘 마우라']",8.66,2006
1457,3689,수색자,https://movie.naver.com/movie/bi/mi/basic.nhn?code=201718,https://ssl.pstatic.net/imgmovie/mdi/mit110/2017/201718_P22_172907.jpg,2021,['김민섭'],"['송창의', '송영규', '이현균', '장해송', '도은비', '김철윤', '김지웅', '김영재']",6.81,2021
1471,3729,컴 아웃 파이팅,https://movie.naver.com/movie/bi/mi/basic.nhn?code=46757,https://ssl.pstatic.net/imgmovie/mdi/mit110/0467/46757_P25_120944.jpg,2009,['디토 몬티엘'],"['채닝 테이텀', '테렌스 하워드']",5.08,2009
1474,3741,힛쳐,https://movie.naver.com/movie/bi/mi/basic.nhn?code=64991,https://ssl.pstatic.net/imgmovie/mdi/mit110/0649/F4991-00.jpg,2007,['데이브 마이어스'],['숀 빈'],4.46,2007
1487,3794,원라이프,https://movie.naver.com/movie/bi/mi/basic.nhn?code=85858,https://ssl.pstatic.net/imgmovie/mdi/mit110/0858/85858_P02_113750.jpg,2011,"['마이클 건톤', '마샤 홈즈']","['다니엘 크레이그', '이수근', '김유정']",6.42,2011
1496,3823,얼굴없는 보스,https://movie.naver.com/movie/bi/mi/basic.nhn?code=167422,https://ssl.pstatic.net/imgmovie/mdi/mit110/1674/167422_P04_105118.jpg,2019,['송창용'],"['천정명', '진이한', '이하율', '곽희성', '이시아', '김도훈', '이지훈']",3.23,2019
1502,3865,이브닝,https://movie.naver.com/movie/bi/mi/basic.nhn?code=65102,https://ssl.pstatic.net/imgmovie/mdi/mit110/0651/65102_P01_104203.jpg,2007,['라조스 콜타이'],"['클레어 데인즈', '토니 콜렛', '바네사 레드그레이브', '패트릭 윌슨']",6.66,2007
1505,3868,거인,https://movie.naver.com/movie/bi/mi/basic.nhn?code=117061,https://ssl.pstatic.net/imgmovie/mdi/mit110/1170/117061_P66_105155.jpg,2014,['김태용'],"['최우식', '김수현', '강신철']",9.00,2014
